"","Connective","SENT_ID","chi_surp","OOV","seq_len","TARGET_WORD","freq","chi_surp_llama2Chinese7B","OOV_llama2Chinese7B","seq_len_llama2Chinese7B","Plausibility","Z_Surp","Z_Surp_llama"
"229","ConnectiveN",49,7.32,1,39,"紧张",4.94,8.05,0,25,"Implausible",-0.317592555274419,0.205161806250742
"230","ConnectiveH",50,17.76,1,38,"罢工",4.42,2.25,0,23,"Plausible",1.88857243011044,-0.992442369143479
"231","ConnectiveH",51,13.49,1,38,"骄傲",4.55,11.01,0,23,"Implausible",0.986242498348626,0.816352902658828
"232","ConnectiveN",52,8.17,1,37,"感染",4.66,3.8,0,27,"Plausible",-0.137971842862817,-0.672392977443299
"233","ConnectiveN",53,8.45,1,38,"拒绝",5.09,6.64,0,25,"Implausible",-0.0788026670095832,-0.0859798984571632
"234","ConnectiveH",54,14.7,0,39,"酸",4.24,14.53,0,27,"Plausible",1.24193786542867,1.54317474703601
"235","ConnectiveH",55,13.66,0,39,"吓",4.69,0,1,25,"Implausible",1.02216664083095,-1.45703019580503
"236","ConnectiveN",56,9.78,1,37,"赶出",3.54,0.32,1,27,"Plausible",0.202250918293277,-1.39095548267983
"237","ConnectiveN",57,17.93,1,38,"喝倒彩",2.12,16.21,1,23,"Implausible",1.92449657259276,1.8900669909433
"238","ConnectiveH",58,9.08,1,37,"拘留",4.21,7.18,0,22,"Plausible",0.0543279786601931,0.0255211799416091
"239","ConnectiveH",59,5.74,0,39,"好",6.24,0,1,27,"Implausible",-0.65147576187481,-1.45703019580503
"240","ConnectiveN",60,2.92,0,38,"脏",4.05,0.41,0,30,"Plausible",-1.24739389011095,-1.37237196961337
"241","ConnectiveN",61,8.74,1,39,"解雇",4.06,7.97,1,26,"Implausible",-0.0175203063044479,0.188643127969443
"242","ConnectiveH",62,8.51,0,37,"火",4.65,8.71,0,24,"Plausible",-0.0661235578981758,0.341440902071464
"243","ConnectiveH",63,0,1,37,"苍老",3.33,0.32,1,23,"Implausible",-1.8644438668661,-1.39095548267983
"244","ConnectiveN",64,5.31,1,38,"不满意",3.74,5.54,0,27,"Plausible",-0.742342710506562,-0.313111724825033
"245","ConnectiveN",65,14.97,1,38,"紧张",4.94,18.34,0,26,"Implausible",1.29899385643,2.3298768001829
"246","ConnectiveH",66,13.42,1,39,"肌肉发达",3.2,13.01,1,26,"Plausible",0.971450204385317,1.22931985969132
"247","ConnectiveH",67,10.89,1,36,"流血",4.07,8.25,0,24,"Implausible",0.436814436854312,0.246458501953991
"248","ConnectiveN",68,9.13,1,38,"气喘",3.09,2.83,1,27,"Plausible",0.0648939029196993,-0.872681951604057
"249","ConnectiveN",69,6.54,0,37,"赢",5,0,1,23,"Implausible",-0.482420973722714,-1.45703019580503
"250","ConnectiveH",70,5.87,1,37,"获释",3.88,9.21,1,26,"Plausible",-0.624004358800095,0.444682641329587
"251","ConnectiveH",71,6.13,0,38,"吐",4.41,5.26,0,27,"Implausible",-0.569061552650663,-0.370927098809581
"252","ConnectiveN",72,15.08,1,37,"精力充沛",2.4,11,1,24,"Plausible",1.32223888980092,0.814288067873665
"253","ConnectiveN",73,7.59,0,37,"冷",4.63,8.66,0,29,"Implausible",-0.260536564273087,0.331116728145652
"254","ConnectiveH",74,3.06,1,39,"不舒服",3.56,1.4,0,25,"Plausible",-1.21780930218433,-1.16795332588229
"255","ConnectiveH",75,9.52,1,37,"小费",3.34,7.46,1,25,"Implausible",0.147308112143846,0.0833365539261578
"256","ConnectiveN",76,10.87,1,37,"兴奋",4.7,15.71,0,24,"Plausible",0.432588067150509,1.78682525168518
"257","ConnectiveN",77,8.55,1,37,"迟到",4.08,0.32,1,25,"Implausible",-0.0576708184905708,-1.39095548267983
"258","ConnectiveH",78,14.22,1,39,"失业",4.63,18.11,0,26,"Plausible",1.14050499253741,2.28238560012417
"259","ConnectiveH",79,11.77,1,37,"炸薯条",2.38,13.28,1,24,"Implausible",0.622774703821618,1.2850703988907
"260","ConnectiveN",80,14.16,1,39,"缩水",3.73,11.36,0,28,"Plausible",1.12782588342601,0.888622120139513
"261","ConnectiveN",81,13.19,1,38,"煮过头",2.67,12.69,1,27,"Implausible",0.922846952791589,1.16324514656612
"262","ConnectiveH",82,14.85,1,39,"漂亮",5.02,15.55,0,28,"Plausible",1.27363563820719,1.75378789512258
"264","ConnectiveN",84,12.97,1,38,"接受",5.47,5.94,0,24,"Plausible",0.876356886049763,-0.230518333418535
"265","ConnectiveN",85,7.47,1,38,"无聊",4.42,8.4,0,24,"Implausible",-0.285894782495901,0.277431023731428
"266","ConnectiveH",86,1.13,0,37,"甜",4.25,1.88,0,26,"Plausible",-1.62565397860127,-1.06884125619449
"267","ConnectiveH",87,12.64,0,39,"淹",3.4,10.67,0,31,"Implausible",0.806621785937023,0.746148519963304
"268","ConnectiveN",88,18.54,1,38,"更清晰",3.41,6.8,1,26,"Plausible",2.05340084855874,-0.052942541894564
"270","ConnectiveH",90,10.91,1,37,"留校",3.18,11.37,1,21,"Plausible",0.441040806558114,0.890686954924676
"271","ConnectiveE",91,8.35,1,42,"释放",4.78,13.27,0,29,"Implausible",-0.0999345155285952,1.28300556410554
"273","ConnectiveN",93,5.68,1,38,"管教",3.41,0.5,1,25,"Implausible",-0.664154870986218,-1.35378845654691
"274","ConnectiveE",94,5.94,1,39,"晒伤",3.22,0.14,1,27,"Plausible",-0.609212064836786,-1.42812250881276
"275","ConnectiveE",95,5.62,0,39,"死",5.59,0,1,25,"Implausible",-0.676833980097625,-1.45703019580503
"276","ConnectiveN",96,1.65,1,37,"不清楚",4.15,2.94,0,23,"Plausible",-1.5157683663024,-0.84996876896727
"277","ConnectiveN",97,4.72,1,38,"袭击",4.75,3.55,0,25,"Implausible",-0.867020616768734,-0.72401384707236
"279","ConnectiveE",99,7.09,1,39,"沮丧",4.11,6.92,0,24,"Implausible",-0.366195806868147,-0.0281645244726146
"280","ConnectiveN",100,12.77,0,39,"辞",3.96,15.29,0,26,"Plausible",0.834093189011739,1.70010219070836
"281","ConnectiveN",101,0,1,37,"烧",4.46,0,1,24,"Implausible",-1.8644438668661,-1.45703019580503
"282","ConnectiveE",102,8.31,1,40,"投诉",4.54,8.17,0,27,"Plausible",-0.1083872549362,0.229939823672692
"283","ConnectiveE",103,12.58,1,40,"不安全",4.58,7.45,1,27,"Implausible",0.793942676825616,0.0812717191409953
"284","ConnectiveN",104,1.04,1,39,"通过",5.8,1.02,0,27,"Plausible",-1.64467264226838,-1.24641704771846
"285","ConnectiveN",105,9.61,1,38,"前面的",3.72,7.61,1,25,"Implausible",0.166326775810957,0.114309075703595
"286","ConnectiveE",106,5.58,1,41,"拦住",3.82,3.87,1,28,"Plausible",-0.68528671950523,-0.657939133947162
"287","ConnectiveE",107,7.42,0,40,"皱",3.31,11.84,0,29,"Implausible",-0.296460706755407,0.987734189827311
"288","ConnectiveN",108,13.02,1,38,"筋疲力尽",3.03,10.03,1,26,"Plausible",0.886922810309269,0.613999093712907
"289","ConnectiveN",109,6.21,1,37,"骑车",3.58,3.28,0,23,"Implausible",-0.552156073835454,-0.779764386271746
"290","ConnectiveE",110,3.36,1,40,"墨镜",3.48,1.8,0,26,"Plausible",-1.1544137566273,-1.08535993447579
"291","ConnectiveE",111,1.69,1,39,"淹没",3.92,0.32,1,27,"Implausible",-1.5073156268948,-1.39095548267983
"292","ConnectiveN",112,8.24,1,36,"拥堵",3.27,9.08,0,25,"Plausible",-0.123179548899508,0.417839789122475
"293","ConnectiveN",113,6.98,1,37,"撤离",4.25,6.84,0,25,"Implausible",-0.389440840239061,-0.0446832027539142
"294","ConnectiveE",114,12.23,0,40,"撞",4.54,10.66,0,26,"Plausible",0.719981207009074,0.744083685178142
"295","ConnectiveE",115,14.9,1,39,"咳嗽",3.92,9.52,0,30,"Implausible",1.2842015624667,0.508692519669622
"296","ConnectiveN",116,7.25,1,37,"抱怨",4.4,1.8,0,24,"Plausible",-0.332384849237728,-1.08535993447579
"297","ConnectiveN",117,5.57,1,39,"住院",4.05,7.12,0,27,"Implausible",-0.687399904357131,0.0131321712306345
"299","ConnectiveE",119,7.61,1,40,"威士忌",3.36,5.82,1,29,"Implausible",-0.256310194569284,-0.255296350840484
"300","ConnectiveN",120,4.25,0,39,"高",5.75,7.72,0,23,"Plausible",-0.96634030480809,0.137022258340381
"301","ConnectiveN",121,19.18,1,37,"莫西干头",1.08,12.43,1,28,"Implausible",2.18864467908041,1.1095594421519
"302","ConnectiveE",122,12.22,1,41,"鼻青脸肿",0.46,10.48,1,33,"Plausible",0.717868022157172,0.706916659045218
"303","ConnectiveE",123,15.75,1,40,"三明治",3.59,9.97,1,27,"Implausible",1.4638222748783,0.601610085001933
"304","ConnectiveN",124,0.6,0,38,"高",5.75,0,1,24,"Plausible",-1.73765277575203,-1.45703019580503
"305","ConnectiveN",125,2.69,0,39,"割",4.13,1.97,0,24,"Implausible",-1.29599714170468,-1.05025774312803
"306","ConnectiveE",126,10.38,1,40,"迷路",3.77,6.75,1,25,"Plausible",0.32904200940735,-0.0632667158203762
"307","ConnectiveE",127,20.23,1,40,"否决",4.04,9.34,1,26,"Implausible",2.41052908853004,0.471525493536698
"308","ConnectiveN",128,5.94,1,38,"加入",5.34,4.05,0,25,"Plausible",-0.609212064836786,-0.620772107814238
"309","ConnectiveN",129,9.64,1,37,"开车",4.57,9.87,0,26,"Implausible",0.172666330366661,0.580961737150308
"310","ConnectiveE",130,20.26,1,42,"欢欣鼓舞",3.04,12.98,1,28,"Plausible",2.41686864308574,1.22312535533583
"311","ConnectiveE",131,1.56,0,40,"吓",4.69,1.49,0,24,"Implausible",-1.53478702996952,-1.14936981281582
"312","ConnectiveN",132,11.26,0,36,"饿",4.58,10.38,0,26,"Plausible",0.515002276374656,0.686268311193593
"313","ConnectiveN",133,11.3,1,37,"专业",5.45,15.3,0,23,"Implausible",0.523455015782261,1.70216702549352
"314","ConnectiveE",134,7.87,1,40,"退还",3.6,7.72,1,29,"Plausible",-0.201367388419853,0.137022258340381
"315","ConnectiveE",135,9.15,1,40,"平静",4.34,6.17,0,26,"Implausible",0.0691202726235016,-0.183027133359798
"316","ConnectiveN",136,2.29,1,39,"停课",3.52,0.58,1,27,"Plausible",-1.38052453578073,-1.33726977826561
"317","ConnectiveN",137,8.88,1,37,"高兴",5,7.72,0,30,"Implausible",0.0120642816221691,0.137022258340381
"318","ConnectiveE",138,8.28,1,40,"定罪",3.95,5.99,1,30,"Plausible",-0.114726809491904,-0.220194159492722
"319","ConnectiveE",139,14.42,1,40,"富有",4.47,0.32,1,28,"Implausible",1.18276868957544,-1.39095548267983
"320","ConnectiveN",140,4.3,1,35,"找出",4.27,0.32,1,21,"Plausible",-0.955774380548584,-1.39095548267983
"321","ConnectiveN",141,3.85,0,37,"红",4.95,1.32,0,23,"Implausible",-1.05086769888414,-1.18447200416359
"322","ConnectiveE",142,5.92,1,40,"酸痛",3.31,1.63,0,26,"Plausible",-0.613438434540589,-1.12046212582355
"323","ConnectiveE",143,0,1,40,"户外",4.01,0.32,1,28,"Implausible",-1.8644438668661,-1.39095548267983
"324","ConnectiveN",144,6.35,1,40,"退还",3.6,10.01,1,30,"Plausible",-0.522571485908837,0.609869424142582
"325","ConnectiveN",145,9.6,1,38,"安全",5.61,12.74,0,26,"Implausible",0.164213590959056,1.17356932049193
"326","ConnectiveE",146,5.65,1,40,"取消",5.05,6.5,0,25,"Plausible",-0.670494425541921,-0.114887585449437
"327","ConnectiveE",147,7.45,1,40,"担心",5.16,5.21,0,23,"Implausible",-0.290121152199704,-0.381251272735394
"328","ConnectiveN",148,7.43,1,37,"车辆",4.74,8.79,0,24,"Plausible",-0.294347521903506,0.357959580352763
"329","ConnectiveN",149,5.6,1,38,"失败",5.11,9.75,0,26,"Implausible",-0.681060349801427,0.556183719728359
"330","ConnectiveE",150,4.21,1,42,"独一无二",3.88,3.25,1,28,"Plausible",-0.974793044215695,-0.785958890627234
"331","ConnectiveE",151,5.29,1,39,"新闻",5.58,2.44,0,25,"Implausible",-0.746569080210365,-0.953210508225392
"332","ConnectiveN",152,4.09,1,38,"睡",4.96,4.98,0,25,"Plausible",-1.00015126243851,-0.42874247279413
"333","ConnectiveN",153,5.82,1,38,"容易",5.25,0,1,23,"Implausible",-0.634570283059601,-1.45703019580503
"334","ConnectiveE",154,5.33,1,40,"绑架",4.52,2.96,0,24,"Plausible",-0.73811634080276,-0.845839099396945
"335","ConnectiveE",155,7.14,0,40,"烧",4.46,5.95,0,23,"Implausible",-0.355629882608641,-0.228453498633372
"336","ConnectiveN",156,16.66,1,38,"不走运",2.61,8.7,1,28,"Plausible",1.65612209640131,0.339376067286301
"337","ConnectiveN",157,10.07,1,37,"牡蛎",3.18,10.03,1,27,"Implausible",0.263533278998413,0.613999093712907
"338","ConnectiveE",158,18.5,0,39,"迟",4.31,14.71,0,27,"Plausible",2.04494810915113,1.58034177316893
"339","ConnectiveE",159,8.6,0,39,"瘦",4.16,9.56,0,28,"Implausible",-0.047104894231065,0.516951858810272
"340","ConnectiveN",160,6.72,1,38,"接受",5.47,0,1,24,"Plausible",-0.444383646388492,-1.45703019580503
"341","ConnectiveN",161,13.57,1,38,"专业",5.45,16.28,0,25,"Implausible",1.00314797716384,1.90452083443944
"342","ConnectiveE",162,8.56,1,39,"舒服",4.56,10.66,0,22,"Plausible",-0.0555576336386696,0.744083685178142
"343","ConnectiveE",163,8.03,0,40,"摔",4.2,6.03,0,33,"Implausible",-0.167556430789434,-0.211934820352073
"344","ConnectiveN",164,0,1,43,"昂贵",4.08,0.32,1,29,"Plausible",-1.8644438668661,-1.39095548267983
"345","ConnectiveN",165,10.48,1,38,"高兴",5,8.82,0,23,"Implausible",0.350173857926362,0.364154084708251
"346","ConnectiveE",166,5.05,1,39,"成功",5.48,1.71,0,24,"Plausible",-0.797285516655994,-1.10394344754225
"347","ConnectiveE",167,5.83,1,40,"批评",5.05,3.78,0,26,"Implausible",-0.632457098207699,-0.676522647013624
"348","ConnectiveN",168,14.84,1,37,"斜坡",3.31,10.12,1,25,"Plausible",1.27152245335529,0.632582606779369
"349","ConnectiveN",169,7.01,0,37,"乱",4.86,4.47,0,25,"Implausible",-0.383101285683357,-0.534049046837415
"350","ConnectiveE",170,4.19,0,39,"输",4.76,5.75,0,24,"Plausible",-0.979019413919497,-0.269750194336621
"351","ConnectiveE",171,12.28,1,39,"警察",5.31,12.3,0,27,"Implausible",0.73054713126858,1.08271658994478
"352","ConnectiveN",172,8.32,1,37,"停止",5.05,4.83,0,27,"Plausible",-0.106274070084299,-0.459714994571567
"353","ConnectiveN",173,8.44,1,43,"适合",5.02,9.44,0,25,"Implausible",-0.0809158518614843,0.492173841388323
"354","ConnectiveE",174,6.85,1,40,"聚会",4.44,7.9,0,25,"Plausible",-0.416912243313776,0.174189284473306
"355","ConnectiveE",175,5.15,1,39,"烦人",3.26,3.24,1,27,"Implausible",-0.776153668136982,-0.788023725412396
"356","ConnectiveN",176,9.26,1,40,"止痛药",3.12,2.59,1,26,"Plausible",0.0923653059944148,-0.922237986447956
"357","ConnectiveN",177,18.31,1,39,"玫瑰",4.34,9.98,1,25,"Implausible",2.00479759696501,0.603674919787095
"358","ConnectiveE",178,9.5,1,40,"画廊",3.84,7.98,1,29,"Plausible",0.143081742440044,0.190707962754605
"359","ConnectiveE",179,6.37,1,40,"跑步",3.84,8.55,0,24,"Implausible",-0.518345116205034,0.308403545508865
"360","ConnectiveN",180,8.18,0,37,"干",5.52,7.78,0,26,"Plausible",-0.135858658010916,0.149411267051356
"361","ConnectiveH",1,8.16,0,38,"咬",4.45,10.08,0,29,"Plausible",-0.140085027714718,0.62432326763872
"362","ConnectiveH",2,6.8,1,38,"紧张",4.94,5.73,0,25,"Implausible",-0.427478167573282,-0.273879863906946
"363","ConnectiveN",3,9.29,1,37,"撞破",3.33,10.64,1,29,"Plausible",0.0987048605501183,0.739954015607817
"364","ConnectiveN",4,10.92,1,39,"雨伞",3.78,13.64,1,28,"Implausible",0.443153991410015,1.35940445115655
"365","ConnectiveH",5,8.08,0,39,"饿",4.58,8.53,0,27,"Plausible",-0.156990506529928,0.30427387593854
"366","ConnectiveH",6,10.98,1,38,"改善",5.05,6.94,0,23,"Implausible",0.455833100521423,-0.0240348549022896
"367","ConnectiveN",7,7.96,1,36,"受伤",4.95,8.88,0,24,"Plausible",-0.182348724752742,0.376543093419226
"368","ConnectiveN",8,13.45,1,37,"庆祝",4.68,11.37,0,24,"Implausible",0.977789758941021,0.890686954924676
"369","ConnectiveH",9,11.61,1,38,"枯萎",3.22,9.19,1,25,"Plausible",0.588963746191199,0.440552971759262
"370","ConnectiveH",10,10.22,1,40,"掌声",3.97,0.49,0,28,"Implausible",0.295231051776931,-1.35585329133207
"371","ConnectiveN",11,8.31,0,37,"哭",4.84,9,0,25,"Plausible",-0.1083872549362,0.401321110841175
"372","ConnectiveN",12,7.51,1,38,"难过",4.61,11.05,0,23,"Implausible",-0.277442043088297,0.824612241799478
"373","ConnectiveH",13,6.69,1,39,"监禁",4.21,7.04,1,24,"Plausible",-0.450723200944195,-0.00338650705066514
"374","ConnectiveH",14,12.86,0,39,"穷",4.34,14.34,0,28,"Implausible",0.853111852678849,1.50394288611792
"375","ConnectiveN",15,9.14,1,38,"开心",4.96,8.78,0,24,"Plausible",0.0670070877716004,0.355894745567601
"376","ConnectiveN",16,10.83,0,39,"痒",3.86,10.39,0,29,"Implausible",0.424135327742904,0.688333145978756
"377","ConnectiveH",17,10.55,0,38,"签",4.48,9.36,0,23,"Plausible",0.364966151889671,0.475655163107023
"378","ConnectiveH",18,8.68,0,37,"脏",4.05,7.9,0,26,"Implausible",-0.0301994154158553,0.174189284473306
"379","ConnectiveN",19,9.54,0,42,"周",4.99,5.7,0,33,"Plausible",0.151534481847648,-0.280074368262433
"380","ConnectiveN",20,8.41,0,37,"瘦",4.16,10.21,0,24,"Implausible",-0.0872554064171878,0.651166119845832
"381","ConnectiveH",21,7.73,0,39,"抓",5.18,8.35,0,29,"Plausible",-0.23095197634647,0.267106849805616
"382","ConnectiveH",22,9.12,0,39,"绊",3.38,4.45,0,27,"Implausible",0.0627807180677978,-0.53817871640774
"383","ConnectiveN",23,7.76,1,39,"减少",5.17,4.35,0,22,"Plausible",-0.224612421790766,-0.558827064259364
"384","ConnectiveN",24,7.49,1,38,"担心",5.16,5.67,0,25,"Implausible",-0.281668412792099,-0.286268872617921
"385","ConnectiveH",25,5.92,1,39,"结束",5.39,0,1,24,"Plausible",-0.613438434540589,-1.45703019580503
"386","ConnectiveH",26,4.44,1,39,"倒闭",4.09,2.48,0,24,"Implausible",-0.926189792621967,-0.944951169084742
"387","ConnectiveN",27,4.27,0,38,"扔",4.4,4.91,0,27,"Plausible",-0.962113935104288,-0.443196316290267
"388","ConnectiveN",28,11.44,1,38,"拒绝",5.09,0,1,25,"Implausible",0.553039603708878,-1.45703019580503
"389","ConnectiveH",29,9.16,1,38,"喝彩",3.36,7.93,1,27,"Plausible",0.0712334574754028,0.180383788828793
"390","ConnectiveH",30,5.94,0,38,"戳",4.03,7.89,0,29,"Implausible",-0.609212064836786,0.172124449688143
"391","ConnectiveN",31,7.72,1,37,"杂草",3.53,1.89,1,24,"Plausible",-0.233065161198371,-1.06677642140933
"392","ConnectiveN",32,9.71,1,38,"失望",4.69,7.87,0,23,"Implausible",0.187458624329969,0.167994780117818
"393","ConnectiveH",33,0,1,38,"负面",4.36,0,1,23,"Plausible",-1.8644438668661,-1.45703019580503
"395","ConnectiveN",35,12.86,1,39,"训斥",3.1,9.1,1,28,"Plausible",0.853111852678849,0.4219694586928
"396","ConnectiveN",36,10.41,1,40,"升职",3.4,14.77,0,23,"Implausible",0.335381563963054,1.59273078187991
"397","ConnectiveH",37,13.06,1,38,"宿醉",2.48,14.11,1,25,"Plausible",0.895375549716874,1.45645168605919
"398","ConnectiveH",38,4.96,1,37,"被捕",4.62,10.02,1,26,"Implausible",-0.816304180323105,0.611934258927745
"399","ConnectiveN",39,7.43,1,39,"生气",4.64,7.84,0,26,"Plausible",-0.294347521903506,0.161800275762331
"400","ConnectiveN",40,5.49,1,38,"倒地",3.66,0.32,1,29,"Implausible",-0.70430538317234,-1.39095548267983
"401","ConnectiveH",41,6.16,1,40,"孤独",4.37,7.63,0,27,"Plausible",-0.56272199809496,0.118438745273919
"402","ConnectiveH",42,12.16,1,38,"注销",3.83,15.35,0,23,"Implausible",0.705188913045765,1.71249119941933
"403","ConnectiveN",43,8.13,1,37,"取消",5.05,0.5,0,28,"Plausible",-0.146424582270421,-1.35378845654691
"404","ConnectiveN",44,0,1,38,"蜡烛",4.17,0,1,22,"Implausible",-1.8644438668661,-1.45703019580503
"405","ConnectiveH",45,17.52,1,37,"庆祝",4.68,15.67,0,27,"Plausible",1.83785599366481,1.77856591254453
"406","ConnectiveH",46,9.81,1,38,"开心",4.96,4.33,0,28,"Implausible",0.208590472848981,-0.562956733829689
"407","ConnectiveN",47,16.76,0,39,"累",4.5,15.5,0,29,"Plausible",1.67725394492032,1.74346372119677
"408","ConnectiveN",48,13.16,0,37,"慌",3.81,12.92,0,24,"Implausible",0.916507398235886,1.21073634662486
"409","ConnectiveH",49,7.22,1,41,"紧张",4.94,7.21,0,27,"Plausible",-0.338724403793432,0.0317156842970965
"410","ConnectiveH",50,17.26,1,38,"罢工",4.42,3.09,0,23,"Implausible",1.78291318751538,-0.818996247189833
"411","ConnectiveN",51,12.55,1,39,"骄傲",4.55,7.99,0,24,"Plausible",0.787603122269912,0.192772797539768
"412","ConnectiveN",52,7.61,1,37,"感染",4.66,4.36,0,25,"Implausible",-0.256310194569284,-0.556762229474202
"413","ConnectiveH",53,8.24,1,38,"拒绝",5.09,10.62,0,25,"Plausible",-0.123179548899508,0.735824346037492
"414","ConnectiveH",54,14.03,0,39,"酸",4.24,15.1,0,26,"Implausible",1.10035448035129,1.66087032979027
"415","ConnectiveN",55,13.94,0,39,"吓",4.69,0,1,24,"Plausible",1.08133581668418,-1.45703019580503
"416","ConnectiveN",56,10.32,1,37,"赶出",3.54,0.32,1,26,"Implausible",0.316362900295943,-1.39095548267983
"417","ConnectiveH",57,18.07,1,38,"喝倒彩",2.12,14.25,1,23,"Plausible",1.95408116051938,1.48535937305146
"418","ConnectiveH",58,9.3,1,38,"拘留",4.21,6.34,0,23,"Implausible",0.10081804540202,-0.147924942012037
"419","ConnectiveN",59,3.37,0,38,"好",6.24,0,1,27,"Plausible",-1.1523005717754,-1.45703019580503
"420","ConnectiveN",60,2.55,0,39,"脏",4.05,0.45,0,30,"Implausible",-1.3255817296313,-1.36411263047272
"421","ConnectiveH",61,8.17,1,40,"解雇",4.06,10.89,1,29,"Plausible",-0.137971842862817,0.791574885236878
"422","ConnectiveH",62,8.83,0,37,"火",4.65,7.2,0,24,"Implausible",0.0014983573626629,0.0296508495119341
"423","ConnectiveN",63,7.93,1,37,"苍老",3.33,5.43,1,27,"Plausible",-0.188688279308446,-0.33582490746182
"424","ConnectiveN",64,8.97,1,37,"不满意",3.74,7.58,0,25,"Implausible",0.0310829452892799,0.108114571348107
"425","ConnectiveH",65,28.84,1,38,"紧张",4.94,15.64,0,26,"Plausible",4.22998124601698,1.77237140818904
"426","ConnectiveH",66,18.2,1,39,"肌肉发达",3.2,11.14,1,26,"Implausible",1.98155256359409,0.84319575486594
"427","ConnectiveN",67,11.43,1,38,"流血",4.07,7.59,0,28,"Plausible",0.550926418856977,0.11017940613327
"428","ConnectiveN",68,9.13,1,38,"气喘",3.09,2.7,1,26,"Implausible",0.0648939029196993,-0.899524803811169
"429","ConnectiveH",69,4.35,0,37,"赢",5,0,1,22,"Plausible",-0.945208456289078,-1.45703019580503
"430","ConnectiveH",70,4.75,1,37,"获释",3.88,8.49,1,27,"Implausible",-0.86068106221303,0.29601453679789
"431","ConnectiveN",71,5.22,0,38,"吐",4.41,1.98,0,27,"Plausible",-0.761361374173673,-1.04819290834286
"432","ConnectiveN",72,14.53,1,37,"精力充沛",2.4,11.89,1,24,"Implausible",1.20601372294635,0.998058363753123
"433","ConnectiveH",73,0.12,1,38,"冷",4.63,10.16,0,28,"Plausible",-1.83908564864329,0.640841945920019
"434","ConnectiveH",74,3.06,1,39,"不舒服",3.56,1.4,0,25,"Implausible",-1.21780930218433,-1.16795332588229
"435","ConnectiveN",75,9.3,1,37,"小费",3.34,7.37,1,25,"Plausible",0.10081804540202,0.0647530408596957
"436","ConnectiveN",76,10.87,1,37,"兴奋",4.7,15.71,0,24,"Implausible",0.432588067150509,1.78682525168518
"437","ConnectiveH",77,7.04,1,38,"迟到",4.08,0.32,1,24,"Plausible",-0.376761731127653,-1.39095548267983
"438","ConnectiveH",78,14.01,1,39,"失业",4.63,18.83,0,25,"Implausible",1.09612811064749,2.43105370465586
"439","ConnectiveN",79,11.77,1,37,"炸薯条",2.38,11.43,1,25,"Plausible",0.622774703821618,0.90307596363565
"440","ConnectiveN",80,14.16,1,39,"缩水",3.73,11.36,0,28,"Implausible",1.12782588342601,0.888622120139513
"441","ConnectiveH",81,14.65,1,38,"煮过头",2.67,12.84,1,26,"Plausible",1.23137194116917,1.19421766834356
"442","ConnectiveH",82,14.85,1,39,"漂亮",5.02,15.55,0,28,"Implausible",1.27363563820719,1.75378789512258
"444","ConnectiveN",84,12.89,1,37,"接受",5.47,8.25,0,24,"Implausible",0.859451407234553,0.246458501953991
"445","ConnectiveH",85,7.12,1,40,"无聊",4.42,5.14,0,25,"Plausible",-0.359856252312444,-0.395705116231531
"446","ConnectiveH",86,0.85,0,37,"甜",4.25,4.18,0,28,"Implausible",-1.6848231544545,-0.593929255607126
"447","ConnectiveN",87,8.46,0,39,"淹",3.4,6.27,0,32,"Plausible",-0.0766894821576816,-0.162378785508174
"448","ConnectiveN",88,18.41,1,38,"更清晰",3.41,6.96,1,27,"Implausible",2.02592944548402,-0.0199051853319648
"450","ConnectiveH",90,11.43,1,37,"留校",3.18,10.01,1,23,"Implausible",0.550926418856977,0.609869424142582
"451","ConnectiveN",91,8.75,1,39,"释放",4.78,4.9,0,26,"Plausible",-0.0154071214525468,-0.445261151075429
"453","ConnectiveE",93,8.6,1,40,"管教",3.41,4.26,1,25,"Plausible",-0.047104894231065,-0.577410577325826
"454","ConnectiveE",94,5.55,1,39,"晒伤",3.22,0.11,1,28,"Implausible",-0.691626274060933,-1.43431701316824
"455","ConnectiveN",95,3.39,0,37,"死",5.59,0,1,23,"Plausible",-1.14807420207159,-1.45703019580503
"456","ConnectiveN",96,4.76,1,36,"不清楚",4.15,5.09,0,21,"Implausible",-0.858567877361129,-0.406029290157343
"457","ConnectiveE",97,4.79,1,39,"袭击",4.75,3.22,0,25,"Plausible",-0.852228322805425,-0.792153394982721
"459","ConnectiveN",99,6.46,1,37,"沮丧",4.11,7.46,0,23,"Plausible",-0.499326452537923,0.0833365539261578
"460","ConnectiveN",100,12.7,0,39,"辞",3.96,14.78,0,26,"Implausible",0.81930089504843,1.59479561666507
"461","ConnectiveE",101,0,1,39,"烧",4.46,0,1,25,"Plausible",-1.8644438668661,-1.45703019580503
"462","ConnectiveE",102,8.95,1,40,"投诉",4.54,7.39,0,27,"Implausible",0.0268565755854772,0.0688827104300205
"463","ConnectiveN",103,22.09,1,38,"不安全",4.58,7.19,1,26,"Plausible",2.80358147098366,0.0275860147267717
"464","ConnectiveN",104,1.49,1,38,"通过",5.8,1.74,0,27,"Implausible",-1.54957932393282,-1.09774894318676
"465","ConnectiveE",105,11.09,1,40,"前面的",3.72,8.7,1,26,"Plausible",0.479078133892336,0.339376067286301
"466","ConnectiveE",106,5.54,1,41,"拦住",3.82,5.28,1,27,"Implausible",-0.693739458912835,-0.366797429239256
