"","Connective","SENT_ID","chi_surp","OOV","seq_len","TARGET_WORD","freq","chi_surp_llama2Chinese7B","OOV_llama2Chinese7B","seq_len_llama2Chinese7B","Plausibility","Z_Surp","Z_Surp_llama"
"467","ConnectiveN",107,8.24,0,38,"皱",3.31,10.37,0,28,"Plausible",-0.123179548899508,0.684203476408431
"468","ConnectiveN",108,13.17,1,38,"筋疲力尽",3.03,11.01,1,26,"Implausible",0.918620583087787,0.816352902658828
"469","ConnectiveE",109,4.48,1,39,"骑车",3.58,3.25,0,24,"Plausible",-0.917737053214362,-0.785958890627234
"470","ConnectiveE",110,4.01,1,40,"墨镜",3.48,1.77,0,26,"Implausible",-1.01705674125372,-1.09155443883128
"471","ConnectiveN",111,1.15,1,39,"淹没",3.92,0.32,1,28,"Plausible",-1.62142760889746,-1.39095548267983
"472","ConnectiveN",112,17.01,1,36,"拥堵",3.27,10.56,1,24,"Implausible",1.73008356621785,0.723435337326517
"473","ConnectiveE",113,12.23,1,39,"撤离",4.25,11.5,0,25,"Plausible",0.719981207009074,0.917529807131788
"474","ConnectiveE",114,13.41,0,40,"撞",4.54,12.05,0,25,"Implausible",0.969337019533416,1.03109572031572
"475","ConnectiveN",115,5.56,1,37,"咳嗽",3.92,2.27,0,29,"Plausible",-0.689513089209032,-0.988312699573154
"476","ConnectiveN",116,8.41,1,38,"抱怨",4.4,3.39,0,24,"Implausible",-0.0872554064171878,-0.757051203634959
"477","ConnectiveE",117,13.13,1,41,"住院",4.05,15.23,0,28,"Plausible",0.910167843680182,1.68771318199738
"479","ConnectiveN",119,7.03,1,37,"威士忌",3.36,16.51,1,28,"Plausible",-0.378874915979554,1.95201203449818
"480","ConnectiveN",120,4.52,0,39,"高",5.75,8.79,0,23,"Implausible",-0.909284313806758,0.357959580352763
"481","ConnectiveE",121,21.31,1,39,"莫西干头",1.08,17.31,1,28,"Plausible",2.63875305253537,2.11719881731117
"482","ConnectiveE",122,12.37,1,41,"鼻青脸肿",0.46,10.1,1,33,"Implausible",0.74956579493569,0.628452937209044
"483","ConnectiveN",123,16.69,1,38,"三明治",3.59,8.2,1,26,"Plausible",1.66246165095701,0.236134328028179
"484","ConnectiveN",124,3.35,0,38,"高",5.75,0,1,24,"Implausible",-1.1565269414792,-1.45703019580503
"485","ConnectiveE",125,3.3,0,40,"割",4.13,1.57,0,27,"Plausible",-1.16709286573871,-1.13285113453453
"486","ConnectiveE",126,10.38,1,40,"迷路",3.77,6.75,1,25,"Implausible",0.32904200940735,-0.0632667158203762
"487","ConnectiveN",127,16.56,1,38,"否决",4.04,6.35,1,25,"Plausible",1.6349902478823,-0.145860107226874
"488","ConnectiveN",128,6.93,1,39,"加入",5.34,7.12,0,27,"Implausible",-0.400006764498567,0.0131321712306345
"489","ConnectiveE",129,7.62,1,39,"开车",4.57,5.3,0,25,"Plausible",-0.254197009717383,-0.362667759668931
"490","ConnectiveE",130,21.73,1,41,"欢欣鼓舞",3.04,14.54,1,28,"Implausible",2.72750681631522,1.54523958182117
"491","ConnectiveN",131,1.26,0,39,"吓",4.69,2.26,0,24,"Plausible",-1.59818257552655,-0.990377534358316
"492","ConnectiveN",132,12.45,0,36,"饿",4.58,12.26,0,28,"Implausible",0.7664712737509,1.07445725080413
"493","ConnectiveE",133,13.03,1,38,"专业",5.45,17.36,0,23,"Plausible",0.88903599516117,2.12752299123698
"494","ConnectiveE",134,10.11,1,40,"退还",3.6,9.34,1,29,"Implausible",0.271986018406017,0.471525493536698
"495","ConnectiveN",135,8.19,1,38,"平静",4.34,3.15,0,26,"Plausible",-0.133745473159015,-0.806607238478858
"496","ConnectiveN",136,6.09,1,38,"停课",3.52,0.81,1,27,"Implausible",-0.577514292058268,-1.28977857820687
"497","ConnectiveE",137,13.9,1,39,"高兴",5,18.87,0,31,"Plausible",1.07288307727658,2.43931304379651
"498","ConnectiveE",138,7.96,1,40,"定罪",3.95,5.44,1,30,"Implausible",-0.182348724752742,-0.333760072676657
"499","ConnectiveN",139,14,1,38,"富有",4.47,0.32,1,27,"Plausible",1.09401492579559,-1.39095548267983
"500","ConnectiveN",140,4.07,1,36,"找出",4.27,0.32,1,22,"Implausible",-1.00437763214231,-1.39095548267983
"501","ConnectiveE",141,3.98,0,39,"红",4.95,1.04,0,23,"Plausible",-1.02339629580942,-1.24228737814814
"502","ConnectiveE",142,6.07,1,39,"酸痛",3.31,1.55,0,25,"Implausible",-0.58174066176207,-1.13698080410485
"503","ConnectiveN",143,0,1,38,"户外",4.01,0.32,1,27,"Plausible",-1.8644438668661,-1.39095548267983
"504","ConnectiveN",144,6.37,1,38,"退还",3.6,10.89,1,29,"Implausible",-0.518345116205034,0.791574885236878
"505","ConnectiveE",145,8,1,39,"安全",5.61,5.21,0,25,"Plausible",-0.173895985345137,-0.381251272735394
"506","ConnectiveE",146,6.31,1,40,"取消",5.05,3.87,0,24,"Implausible",-0.531024225316442,-0.657939133947162
"507","ConnectiveN",147,7.83,1,38,"担心",5.16,12.31,0,22,"Plausible",-0.209820127827458,1.08478142472995
"508","ConnectiveN",148,8.19,1,37,"车辆",4.74,15.87,0,24,"Implausible",-0.133745473159015,1.81986260824778
"509","ConnectiveE",149,5.93,1,41,"失败",5.11,6.19,0,27,"Plausible",-0.611325249688687,-0.178897463789473
"510","ConnectiveE",150,4.97,1,42,"独一无二",3.88,2.45,1,27,"Implausible",-0.814190995471203,-0.95114567344023
"511","ConnectiveN",151,4.81,1,38,"新闻",5.58,2.41,0,25,"Plausible",-0.848001953101623,-0.95940501258088
"512","ConnectiveN",152,6.54,0,38,"睡",4.96,9.68,0,25,"Implausible",-0.482420973722714,0.541729876232222
"513","ConnectiveE",153,5.52,1,40,"容易",5.25,0,1,24,"Plausible",-0.697965828616637,-1.45703019580503
"514","ConnectiveE",154,5.32,1,41,"绑架",4.52,3.21,0,24,"Implausible",-0.740229525654661,-0.794218229767884
"515","ConnectiveN",155,4.7,0,38,"烧",4.46,2.48,0,22,"Plausible",-0.871246986472536,-0.944951169084742
"516","ConnectiveN",156,17.13,1,39,"不走运",2.61,10.02,1,29,"Implausible",1.75544178444067,0.611934258927745
"517","ConnectiveE",157,17.47,1,39,"牡蛎",3.18,16.11,1,27,"Plausible",1.82729006940531,1.86941864309168
"518","ConnectiveE",158,17.58,0,40,"迟",4.31,12.46,0,26,"Implausible",1.85053510277622,1.11575394650738
"519","ConnectiveN",159,8.19,0,37,"瘦",4.16,6.57,0,26,"Plausible",-0.133745473159015,-0.1004337419533
"520","ConnectiveN",160,6.6,1,38,"接受",5.47,0,1,25,"Implausible",-0.469741864611307,-1.45703019580503
"521","ConnectiveE",161,14.24,1,40,"专业",5.45,14.29,0,25,"Plausible",1.14473136224122,1.49361871219211
"522","ConnectiveE",162,9.33,1,39,"舒服",4.56,8.09,0,23,"Implausible",0.107157599957723,0.213421145391392
"523","ConnectiveN",163,8.59,0,37,"摔",4.2,5.06,0,32,"Plausible",-0.0492180790829661,-0.41222379451283
"524","ConnectiveN",164,0,1,43,"昂贵",4.08,0.32,1,30,"Implausible",-1.8644438668661,-1.39095548267983
"525","ConnectiveE",165,8.22,1,40,"高兴",5,5.3,0,24,"Plausible",-0.127405918603311,-0.362667759668931
"526","ConnectiveE",166,2.78,1,40,"成功",5.48,0.34,0,26,"Implausible",-1.27697847803757,-1.38682581310951
"527","ConnectiveN",167,5.37,1,37,"批评",5.05,8.46,0,24,"Plausible",-0.729663601395155,0.289820032442403
"528","ConnectiveN",168,14.16,1,37,"斜坡",3.31,11.12,1,25,"Implausible",1.12782588342601,0.839066085295614
"529","ConnectiveE",169,11,0,39,"乱",4.86,8.59,0,26,"Plausible",0.460059470225225,0.316662884649515
"530","ConnectiveE",170,3.89,0,40,"输",4.76,5.14,0,25,"Implausible",-1.04241495947653,-0.395705116231531
"531","ConnectiveN",171,8.8,1,37,"警察",5.31,7.14,0,27,"Plausible",-0.00484119719304059,0.0172618408009593
"532","ConnectiveN",172,7.11,1,37,"停止",5.05,9.48,0,27,"Implausible",-0.361969437164345,0.500433180528973
"533","ConnectiveE",173,9.13,1,46,"适合",5.02,9.38,0,27,"Plausible",0.0648939029196993,0.479784832677348
"534","ConnectiveE",174,6.6,1,40,"聚会",4.44,9.23,0,26,"Implausible",-0.469741864611307,0.448812310899912
"535","ConnectiveN",175,4.78,1,38,"烦人",3.26,2.58,1,28,"Plausible",-0.854341507657326,-0.924302821233118
"536","ConnectiveN",176,9.29,1,39,"止痛药",3.12,4.6,1,27,"Implausible",0.0987048605501183,-0.507206194630303
"537","ConnectiveE",177,13.76,1,41,"玫瑰",4.34,8.68,1,25,"Plausible",1.04329848934996,0.335246397715977
"538","ConnectiveE",178,2.06,1,40,"画廊",3.84,3.86,1,29,"Implausible",-1.42912778737445,-0.660003968732324
"539","ConnectiveN",179,3.2,1,37,"跑步",3.84,2.07,0,23,"Plausible",-1.18822471425772,-1.0296093952764
"540","ConnectiveN",180,6.27,0,38,"干",5.52,5.39,0,29,"Implausible",-0.539476964724046,-0.34408424660247
"541","ConnectiveH",1,8.11,0,39,"咬",4.45,10.53,0,30,"Implausible",-0.150650951974224,0.71724083297103
"542","ConnectiveN",2,4.69,1,38,"紧张",4.94,4.43,0,25,"Plausible",-0.873360171324437,-0.542308385978065
"543","ConnectiveN",3,12.75,1,37,"撞破",3.33,10.06,1,26,"Implausible",0.829866819307936,0.620193598068395
"544","ConnectiveH",4,16.26,1,39,"雨伞",3.78,15.5,1,27,"Plausible",1.57159470232526,1.74346372119677
"545","ConnectiveH",5,8.08,0,39,"饿",4.58,8.53,0,27,"Implausible",-0.156990506529928,0.30427387593854
"546","ConnectiveN",6,11.05,1,37,"改善",5.05,10.62,0,22,"Plausible",0.470625394484731,0.735824346037492
"547","ConnectiveN",7,9.44,1,36,"受伤",4.95,10.17,0,22,"Implausible",0.130402633328636,0.642906780705182
"548","ConnectiveH",8,17.8,1,36,"庆祝",4.68,11.67,0,24,"Plausible",1.89702516951805,0.952631998479549
"549","ConnectiveH",9,9.94,1,38,"枯萎",3.22,6.4,1,25,"Implausible",0.236061875923697,-0.135535933301062
"550","ConnectiveN",10,5.42,1,40,"掌声",3.97,0.66,0,28,"Plausible",-0.719097677135649,-1.32075109998431
"551","ConnectiveN",11,8.96,0,37,"哭",4.84,10.54,0,25,"Implausible",0.0289697604373788,0.719305667756192
"552","ConnectiveH",12,5.56,1,37,"难过",4.61,6.01,0,23,"Plausible",-0.689513089209032,-0.216064489922398
"553","ConnectiveH",13,6.62,1,38,"监禁",4.21,5.44,1,24,"Implausible",-0.465515494907504,-0.333760072676657
"554","ConnectiveN",14,9.86,0,38,"穷",4.34,7.87,0,27,"Plausible",0.219156397108487,0.167994780117818
"555","ConnectiveN",15,9.36,1,39,"开心",4.96,11.85,0,26,"Implausible",0.113497154513427,0.989799024612473
"556","ConnectiveH",16,16.75,0,39,"痒",3.86,16.09,0,29,"Plausible",1.67514076006842,1.86528897352135
"557","ConnectiveH",17,9.59,0,38,"签",4.48,7.56,0,24,"Implausible",0.162100406107155,0.103984901777782
"558","ConnectiveN",18,5.76,0,37,"脏",4.05,2.57,0,27,"Plausible",-0.647249392171008,-0.92636765601828
"559","ConnectiveN",19,9.79,0,42,"周",4.99,5.35,0,33,"Implausible",0.204364103145179,-0.352343585743119
"560","ConnectiveH",20,3.04,0,37,"瘦",4.16,4.5,0,25,"Plausible",-1.22203567188814,-0.527854542481928
"561","ConnectiveH",21,7.26,0,38,"抓",5.18,7.11,0,28,"Implausible",-0.330271664385827,0.0110673364454721
"562","ConnectiveN",22,3.51,0,38,"绊",3.38,0.29,0,29,"Plausible",-1.12271598384878,-1.39714998703532
"563","ConnectiveN",23,11.89,1,39,"减少",5.17,12.46,0,22,"Implausible",0.648132922044433,1.11575394650738
"564","ConnectiveH",24,6.68,1,38,"担心",5.16,5.75,0,22,"Plausible",-0.452836385796097,-0.269750194336621
"565","ConnectiveH",25,5.42,1,39,"结束",5.39,0,1,24,"Implausible",-0.719097677135649,-1.45703019580503
"566","ConnectiveN",26,4.38,1,38,"倒闭",4.09,2.04,0,24,"Plausible",-0.938868901733375,-1.03580389963189
"567","ConnectiveN",27,4.79,0,38,"扔",4.4,5.1,0,26,"Implausible",-0.852228322805425,-0.403964455372181
"568","ConnectiveH",28,6.99,1,38,"拒绝",5.09,0,1,26,"Plausible",-0.387327655387159,-1.45703019580503
"569","ConnectiveH",29,8.28,1,38,"喝彩",3.36,5.19,1,28,"Implausible",-0.114726809491904,-0.385380942305718
"570","ConnectiveN",30,5.84,0,37,"戳",4.03,5.15,0,28,"Plausible",-0.630343913355798,-0.393640281446368
"571","ConnectiveN",31,9.3,1,37,"杂草",3.53,9.08,1,25,"Implausible",0.10081804540202,0.417839789122475
"572","ConnectiveH",32,9.01,1,38,"失望",4.69,9.02,0,24,"Plausible",0.0395356846968846,0.4054507804115
"573","ConnectiveH",33,0,1,38,"负面",4.36,0,1,23,"Implausible",-1.8644438668661,-1.45703019580503
"575","ConnectiveN",35,12.86,1,39,"训斥",3.1,9.1,1,28,"Implausible",0.853111852678849,0.4219694586928
"576","ConnectiveH",36,10.55,1,39,"升职",3.4,17.47,0,22,"Plausible",0.364966151889671,2.15023617387377
"577","ConnectiveH",37,13.38,1,38,"宿醉",2.48,13.68,1,24,"Implausible",0.962997464977713,1.3676637902972
"578","ConnectiveN",38,2.41,1,37,"被捕",4.62,3.18,1,26,"Plausible",-1.35516631755791,-0.800412734123371
"579","ConnectiveN",39,7.08,1,39,"生气",4.64,9.95,0,25,"Implausible",-0.368308991720048,0.597480415431608
"580","ConnectiveH",40,6.93,1,38,"倒地",3.66,0.32,1,29,"Plausible",-0.400006764498567,-1.39095548267983
"581","ConnectiveH",41,6.71,1,41,"孤独",4.37,6.13,0,28,"Implausible",-0.446496831240393,-0.191286472500448
"582","ConnectiveN",42,9.91,1,38,"注销",3.83,12.56,0,22,"Plausible",0.229722321367993,1.13640229435901
"583","ConnectiveN",43,8.65,1,38,"取消",5.05,6.36,0,26,"Implausible",-0.0365389699715588,-0.143795272441712
"584","ConnectiveH",44,0,1,37,"蜡烛",4.17,0,1,22,"Plausible",-1.8644438668661,-1.45703019580503
"585","ConnectiveH",45,16.89,1,37,"庆祝",4.68,15.97,0,26,"Implausible",1.70472534799504,1.8405109560994
"586","ConnectiveN",46,11.15,1,38,"开心",4.96,12.13,0,28,"Plausible",0.491757243003743,1.04761439859702
"587","ConnectiveN",47,18.02,0,38,"累",4.5,17.35,0,27,"Implausible",1.94351523625987,2.12545815645182
"588","ConnectiveH",48,13.38,0,37,"慌",3.81,14.56,0,24,"Plausible",0.962997464977713,1.5493692513915
"589","ConnectiveH",49,8.62,1,41,"紧张",4.94,6.49,0,26,"Implausible",-0.0428785245272626,-0.1169524202346
"590","ConnectiveN",50,14.77,1,38,"罢工",4.42,1.24,0,23,"Plausible",1.25673015939198,-1.20099068244489
"591","ConnectiveN",51,15.89,1,38,"骄傲",4.55,12.13,0,24,"Implausible",1.49340686280492,1.04761439859702
"592","ConnectiveH",52,8.12,1,37,"感染",4.66,4.2,0,27,"Plausible",-0.148537767122323,-0.589799586036801
"593","ConnectiveH",53,6.58,1,38,"拒绝",5.09,6.6,0,25,"Implausible",-0.473968234315109,-0.094239237597813
"594","ConnectiveN",54,5.65,0,39,"酸",4.24,5.95,0,27,"Plausible",-0.670494425541921,-0.228453498633372
"595","ConnectiveN",55,15.46,0,39,"吓",4.69,0,1,24,"Implausible",1.40253991417316,-1.45703019580503
"596","ConnectiveH",56,9.28,1,37,"赶出",3.54,0.32,1,27,"Plausible",0.0965916756982171,-1.39095548267983
"597","ConnectiveH",57,19.11,1,38,"喝倒彩",2.12,14.53,1,23,"Implausible",2.1738523851171,1.54317474703601
"598","ConnectiveN",58,5.65,1,37,"拘留",4.21,6.13,0,23,"Plausible",-0.670494425541921,-0.191286472500448
"599","ConnectiveN",59,4.19,0,39,"好",6.24,0,1,27,"Implausible",-0.979019413919497,-1.45703019580503
"600","ConnectiveH",60,2.21,0,38,"脏",4.05,0.27,0,30,"Plausible",-1.39743001459594,-1.40127965660564
"601","ConnectiveH",61,8.84,1,40,"解雇",4.06,5.98,1,27,"Implausible",0.00361154221456406,-0.222258994277885
"602","ConnectiveN",62,8.08,0,37,"火",4.65,7.1,0,25,"Plausible",-0.156990506529928,0.00900250166030948
"603","ConnectiveN",63,12.62,1,37,"苍老",3.33,9.82,1,24,"Implausible",0.802395416233221,0.570637563224496
"604","ConnectiveH",64,10.99,1,38,"不满意",3.74,5.38,0,27,"Plausible",0.457946285373324,-0.346149081387632
"605","ConnectiveH",65,14.35,1,38,"紧张",4.94,17.04,0,26,"Implausible",1.16797639561213,2.06144827811178
"606","ConnectiveN",66,13.8,1,39,"肌肉发达",3.2,6.35,1,27,"Plausible",1.05175122875756,-0.145860107226874
"607","ConnectiveN",67,10.62,1,36,"流血",4.07,7.29,0,25,"Implausible",0.379758445852979,0.0482343625783961
"608","ConnectiveH",68,10.37,1,38,"气喘",3.09,2.07,1,27,"Plausible",0.326928824555449,-1.0296093952764
"609","ConnectiveH",69,4.93,0,37,"赢",5,0,1,23,"Implausible",-0.822643734878808,-1.45703019580503
"610","ConnectiveN",70,3.3,1,37,"获释",3.88,5.8,1,26,"Plausible",-1.16709286573871,-0.259426020410809
"611","ConnectiveN",71,7.18,0,38,"吐",4.41,7.75,0,27,"Implausible",-0.347177143201036,0.143216762695869
"612","ConnectiveH",72,16.42,1,37,"精力充沛",2.4,9.43,1,23,"Plausible",1.60540565995568,0.49010900660316
"613","ConnectiveH",73,9.02,0,37,"冷",4.63,9.28,0,28,"Implausible",0.0416488695487857,0.459136484825724
"614","ConnectiveN",74,5.56,1,39,"不舒服",3.56,1.39,0,25,"Plausible",-0.689513089209032,-1.17001816066745
"615","ConnectiveN",75,9.3,1,37,"小费",3.34,7.37,1,25,"Implausible",0.10081804540202,0.0647530408596957
"616","ConnectiveH",76,9.77,1,37,"兴奋",4.7,12.7,0,24,"Plausible",0.200137733441376,1.16530998135128
"617","ConnectiveH",77,7.2,1,37,"迟到",4.08,0.32,1,24,"Implausible",-0.342950773497234,-1.39095548267983
"618","ConnectiveN",78,14.5,1,39,"失业",4.63,19.27,0,26,"Plausible",1.19967416839065,2.52190643520301
"619","ConnectiveN",79,11.7,1,37,"炸薯条",2.38,10.57,1,25,"Implausible",0.607982409858309,0.72550017211168
"620","ConnectiveH",80,16.48,1,39,"缩水",3.73,12.38,0,28,"Plausible",1.61808476906709,1.09923526822608
"621","ConnectiveH",81,14.65,1,38,"煮过头",2.67,12.84,1,26,"Implausible",1.23137194116917,1.19421766834356
"622","ConnectiveN",82,14.98,1,39,"漂亮",5.02,15.06,0,29,"Plausible",1.30110704128191,1.65261099064962
"624","ConnectiveH",84,13.5,1,38,"接受",5.47,9.52,0,24,"Plausible",0.988355683200527,0.508692519669622
"625","ConnectiveH",85,7.39,1,40,"无聊",4.42,5.78,0,24,"Implausible",-0.302800261311111,-0.263555689981134
"626","ConnectiveN",86,1.85,0,35,"甜",4.25,2.61,0,26,"Plausible",-1.47350466926438,-0.918108316877631
"627","ConnectiveN",87,8.51,0,39,"淹",3.4,6.08,0,31,"Implausible",-0.0661235578981758,-0.20161064642626
"628","ConnectiveH",88,19.86,1,38,"更清晰",3.41,5.97,1,26,"Plausible",2.3323412490097,-0.224323829063047
"630","ConnectiveN",90,18.44,1,37,"留校",3.18,9.84,1,22,"Plausible",2.03226900003972,0.574767232794821
"631","ConnectiveN",91,8.64,1,40,"释放",4.78,14.38,0,28,"Implausible",-0.0386521548234599,1.51220222525857
"633","ConnectiveE",93,8.8,1,40,"管教",3.41,6.87,1,26,"Implausible",-0.00484119719304059,-0.0384886983984268
"634","ConnectiveN",94,6.2,1,37,"晒伤",3.22,0.98,1,26,"Plausible",-0.554269258687355,-1.25467638685911
"635","ConnectiveN",95,3.46,0,37,"死",5.59,0,1,24,"Implausible",-1.13328190810829,-1.45703019580503
"636","ConnectiveE",96,3.7,1,39,"不清楚",4.15,6.76,0,24,"Plausible",-1.08256547166266,-0.0612018810352138
"637","ConnectiveE",97,4.93,1,40,"袭击",4.75,3.87,0,26,"Implausible",-0.822643734878808,-0.657939133947162
"639","ConnectiveN",99,7.46,1,37,"沮丧",4.11,9.02,0,23,"Implausible",-0.288007967347803,0.4054507804115
"640","ConnectiveE",100,9.66,0,41,"辞",3.96,12.52,0,27,"Plausible",0.176892700070463,1.12814295521836
"641","ConnectiveE",101,0,1,39,"烧",4.46,0,1,25,"Implausible",-1.8644438668661,-1.45703019580503
"642","ConnectiveN",102,7.14,1,38,"投诉",4.54,2.49,0,26,"Plausible",-0.355629882608641,-0.94288633429958
"643","ConnectiveN",103,26.02,1,38,"不安全",4.58,7.46,1,26,"Implausible",3.63406311778084,0.0833365539261578
"644","ConnectiveE",104,1.26,1,41,"通过",5.8,1,0,28,"Plausible",-1.59818257552655,-1.25054671728878
"645","ConnectiveE",105,10.8,1,40,"前面的",3.72,8.2,1,26,"Implausible",0.417795773187201,0.236134328028179
"646","ConnectiveN",106,6.22,1,39,"拦住",3.82,3.73,1,27,"Plausible",-0.550042888983552,-0.686846820939436
"647","ConnectiveN",107,8.24,0,38,"皱",3.31,10.37,0,28,"Implausible",-0.123179548899508,0.684203476408431
"648","ConnectiveE",108,12.12,1,40,"筋疲力尽",3.03,8.42,1,27,"Plausible",0.69673617363816,0.281560693301753
"649","ConnectiveE",109,4.51,1,39,"骑车",3.58,3.18,0,24,"Implausible",-0.911397498658659,-0.800412734123371
"650","ConnectiveN",110,3.68,1,38,"墨镜",3.48,1.96,0,24,"Plausible",-1.08679184136646,-1.05232257791319
"651","ConnectiveN",111,1.41,1,37,"淹没",3.92,0.32,1,26,"Implausible",-1.56648480274803,-1.39095548267983
"652","ConnectiveE",112,7.05,1,40,"拥堵",3.27,6.72,0,27,"Plausible",-0.374648546275752,-0.0694612201758636
"653","ConnectiveE",113,10.63,1,39,"撤离",4.25,9.72,0,25,"Implausible",0.38187163070488,0.549989215372872
"654","ConnectiveN",114,6.67,0,38,"撞",4.54,6.16,0,26,"Plausible",-0.454949570647998,-0.185091968144961
"655","ConnectiveN",115,13,1,37,"咳嗽",3.92,9.36,0,29,"Implausible",0.882696440605467,0.475655163107023
"656","ConnectiveE",116,10.82,1,39,"抱怨",4.4,5.62,0,25,"Plausible",0.422022142891003,-0.296593046543733
"657","ConnectiveE",117,13.12,1,41,"住院",4.05,18.46,0,28,"Implausible",0.908054658828281,2.35465481760485
"659","ConnectiveN",119,7.44,1,38,"威士忌",3.36,6.82,1,28,"Implausible",-0.292234337051605,-0.048812872324239
"660","ConnectiveE",120,5.75,0,41,"高",5.75,9.72,0,24,"Plausible",-0.649362577022909,0.549989215372872
"661","ConnectiveE",121,22.58,1,39,"莫西干头",1.08,22.3,1,30,"Implausible",2.90712752872682,3.14755137510723
"662","ConnectiveN",122,6.56,1,38,"鼻青脸肿",0.46,4.39,1,31,"Plausible",-0.478194604018911,-0.550567725118715
"663","ConnectiveN",123,17.02,1,38,"三明治",3.59,8.86,1,26,"Implausible",1.73219675106975,0.372413423848901
"664","ConnectiveE",124,0.98,0,40,"高",5.75,0,1,25,"Plausible",-1.65735175137979,-1.45703019580503
"665","ConnectiveE",125,4.26,0,41,"割",4.13,2.92,0,26,"Implausible",-0.964227119956189,-0.854098438537595
"666","ConnectiveN",126,9.72,1,38,"迷路",3.77,7.81,1,24,"Plausible",0.189571809181871,0.155605771406843
"667","ConnectiveN",127,17.41,1,38,"否决",4.04,9.76,1,25,"Implausible",1.8146109602939,0.558248554513521
"668","ConnectiveE",128,6.8,1,40,"加入",5.34,9.01,0,26,"Plausible",-0.427478167573282,0.403385945626338
"669","ConnectiveE",129,7.79,1,39,"开车",4.57,3.99,0,26,"Implausible",-0.218272867235063,-0.633161116525212
"670","ConnectiveN",130,16.63,1,40,"欢欣鼓舞",3.04,11.07,1,27,"Plausible",1.6497825418456,0.828741911369802
"671","ConnectiveN",131,1.71,0,38,"吓",4.69,1.62,0,23,"Implausible",-1.503089257191,-1.12252696060871
"672","ConnectiveE",132,13,0,38,"饿",4.58,10.3,0,27,"Plausible",0.882696440605467,0.669749632912294
"673","ConnectiveE",133,11.98,1,39,"专业",5.45,15.41,0,24,"Implausible",0.667151585711543,1.72488020813031
"674","ConnectiveN",134,5,1,38,"退还",3.6,4.48,1,28,"Plausible",-0.8078514409155,-0.531984212052252
"675","ConnectiveN",135,7.92,1,38,"平静",4.34,4.62,0,25,"Implausible",-0.190801464160347,-0.503076525059978
"676","ConnectiveE",136,3.25,1,41,"停课",3.52,1.81,1,27,"Plausible",-1.17765878999821,-1.08329509969063
"677","ConnectiveE",137,13.9,1,39,"高兴",5,18.87,0,31,"Implausible",1.07288307727658,2.43931304379651
"678","ConnectiveN",138,8.12,1,38,"定罪",3.95,4.78,1,29,"Plausible",-0.148537767122323,-0.470039168497379
"679","ConnectiveN",139,14,1,38,"富有",4.47,0.32,1,27,"Implausible",1.09401492579559,-1.39095548267983
"680","ConnectiveE",140,5.25,1,37,"找出",4.27,0.32,1,22,"Plausible",-0.75502181961797,-1.39095548267983
"681","ConnectiveE",141,4.56,0,39,"红",4.95,1.82,0,24,"Implausible",-0.900831574399153,-1.08123026490546
"682","ConnectiveN",142,6.47,1,38,"酸痛",3.31,1.85,0,26,"Plausible",-0.497213267686022,-1.07503576054998
"683","ConnectiveN",143,0,1,38,"户外",4.01,0.32,1,27,"Implausible",-1.8644438668661,-1.39095548267983
"684","ConnectiveE",144,7.41,1,42,"退还",3.6,10.47,1,31,"Plausible",-0.298573891607309,0.704851824260055
"685","ConnectiveE",145,8.65,1,40,"安全",5.61,4.94,0,27,"Implausible",-0.0365389699715588,-0.43700181193478
"686","ConnectiveN",146,4.64,1,38,"取消",5.05,5.61,0,24,"Plausible",-0.883926095583943,-0.298657881328895
"687","ConnectiveN",147,8.57,1,38,"担心",5.16,12.11,0,22,"Implausible",-0.0534444487867685,1.0434847290267
"688","ConnectiveE",148,8.6,1,39,"车辆",4.74,12.41,0,25,"Plausible",-0.047104894231065,1.10542977258157
"689","ConnectiveE",149,5.14,1,40,"失败",5.11,4.86,0,27,"Implausible",-0.778266852988883,-0.453520490216079
"690","ConnectiveN",150,3.54,1,40,"独一无二",3.88,2.76,1,27,"Plausible",-1.11637642929308,-0.887135795100194
"691","ConnectiveN",151,5.01,1,37,"新闻",5.58,5.59,0,24,"Implausible",-0.805738256063599,-0.30278755089922
"692","ConnectiveE",152,4.09,1,40,"睡",4.96,5.04,0,25,"Plausible",-1.00015126243851,-0.416353464083155
"693","ConnectiveE",153,6.23,1,40,"容易",5.25,0,1,24,"Implausible",-0.547929704131651,-1.45703019580503
"694","ConnectiveN",154,3.64,1,38,"绑架",4.52,2.15,0,23,"Plausible",-1.09524458077406,-1.0130907169951
"695","ConnectiveN",155,4.6,0,38,"烧",4.46,2.77,0,22,"Implausible",-0.892378834991548,-0.885070960315031
"696","ConnectiveE",156,17.11,1,40,"不走运",2.61,20.35,1,28,"Plausible",1.75121541473686,2.74490859200056
"697","ConnectiveE",157,17.7,1,39,"牡蛎",3.18,16.05,1,28,"Implausible",1.87589332099903,1.8570296343807
"698","ConnectiveN",158,13.26,0,37,"迟",4.31,12.36,0,27,"Plausible",0.937639246754898,1.09510559865576
"699","ConnectiveN",159,9.99,0,37,"瘦",4.16,8.94,0,27,"Implausible",0.246627800183203,0.3889321021302
"700","ConnectiveE",160,11.76,1,40,"接受",5.47,0,1,25,"Plausible",0.620661518969717,-1.45703019580503
"701","ConnectiveE",161,14.73,1,40,"专业",5.45,14.76,0,26,"Implausible",1.24827741998438,1.59066594709475
