"","SOS_ID","ITEM_ID","SENT_ID","Connective","ita_surp_GePpeTto","OOV_GePpeTto","seq_len_GePpeTto","TARGET_WORD","freq","ita_surp_GroNLP","OOV_GroNLP","seq_len_GroNLP","ita_surp_llama2Italian7B","OOV_llama2Italian7B","seq_len_llama2Italian7B","Plausibility","Z_Surp_GePpeTto","Z_Surp_GroNLP","Z_Surp_llama2Italian7B"
"622","2SR4a_33",33,132,"ConnectiveE",7.94,0,37,"cadde",3.85,6.93,0,37,4.24,1,51,"Plausible",-0.27510727850171,-0.652118956096556,-0.885887695371898
"623","2SR4a_34",34,133,"ConnectiveN",4.85,1,27,"solo",6.33,5.7,1,28,5,1,42,"Plausible",-0.818620267581525,-0.850525683221126,-0.792800422112837
"624","2SR4a_35",35,138,"ConnectiveN",19.13,1,28,"cancellarla",2.67,20.44,1,29,22.47,1,44,"Implausible",1.69314849748636,1.52712891662941,1.34698203030269
"625","2SR4a_36",36,143,"ConnectiveE",5.08,0,33,"annullato",3.83,5.88,0,34,19.44,1,45,"Implausible",-0.778164608200179,-0.821490552422408,0.975857769809324
"626","2SR4a_37",37,148,"ConnectiveE",17.78,1,37,"candele",3.86,19.84,1,37,21.23,1,55,"Plausible",1.45569136633498,1.43034514730035,1.19510279498527
"627","2SR3a_39",39,153,"ConnectiveN",4.32,0,28,"stanca",4.18,5.42,0,28,3.88,1,39,"Plausible",-0.911844178329842,-0.895691442241353,-0.929981666915664
"628","2SR3a_40",40,158,"ConnectiveN",1.74,0,28,"panico",4.36,3.35,0,29,9.84,1,45,"Implausible",-1.3656511400858,-1.2295954464266,-0.199981471357764
"629","2SR1a_43",43,171,"ConnectiveE",8.08,1,33,"fiero",4.04,7.75,1,34,7.25,1,43,"Implausible",-0.250482094530456,-0.519847804680177,-0.517213099964301
"630","2SR1a_44",44,176,"ConnectiveE",11.49,1,38,"contagiato",3.11,11.24,1,41,15.51,1,46,"Plausible",0.349317029340796,0.0431111202505126,0.494498580456547
"631","2SR1a_45",45,177,"ConnectiveN",6.19,0,27,"rifiutato",4.21,4.42,0,28,5.02,1,47,"Plausible",-0.582922078142382,-1.05699772445645,-0.790350757027072
"632","2SR1a_46",46,182,"ConnectiveN",7.98,1,30,"aspro",3.13,7.89,1,31,6.91,1,45,"Implausible",-0.26807151165278,-0.497264925170063,-0.558857406422302
"633","2SR1a_47",47,187,"ConnectiveE",8.79,1,34,"spaventata",3.59,10.85,1,34,4.32,1,44,"Implausible",-0.125597232961955,-0.0197983298133754,-0.876089035028839
"634","2SR3a_50",50,200,"ConnectiveE",5.11,0,30,"arrestato",4.59,5.19,0,30,16.04,1,52,"Plausible",-0.772887783063482,-0.932791887150826,0.559414705229313
"635","2SR3a_51",51,201,"ConnectiveN",6.54,0,33,"meglio",5.71,9.3,0,34,1.37,1,42,"Plausible",-0.521359118214247,-0.269823067246776,-1.23741463517914
"636","2SR3a_52",52,206,"ConnectiveN",4.19,0,27,"licenziato",3.99,5.82,0,27,4.95,1,42,"Implausible",-0.934710420588863,-0.831168929355314,-0.798924584827249
"637","2SR3a_53",53,211,"ConnectiveE",3.8,0,32,"successo",5.44,7.26,0,34,4.39,0,43,"Implausible",-1.00330914736593,-0.598887882965574,-0.867515207228663
"638","2SR3a_54",54,216,"ConnectiveE",8.55,0,34,"vecchio",5.06,10.57,0,34,6.99,1,48,"Plausible",-0.167811834055533,-0.0649640888336025,-0.549058746079243
"639","2SR2a_56",56,221,"ConnectiveN",11.58,1,26,"nervosa",3.76,8.45,1,27,11.96,1,40,"Plausible",0.365147504750887,-0.406933407129609,0.0596830277333013
"640","2SR4a_59",59,234,"ConnectiveN",4.87,0,27,"liberato",4.02,5.85,0,27,10.79,1,40,"Implausible",-0.81510238415706,-0.826329740888861,-0.0836223797839376
"641","2SR1a_63",63,251,"ConnectiveE",6.78,1,35,"agitata",3.45,9.7,1,35,7.15,1,52,"Implausible",-0.479144517120669,-0.205300554360737,-0.529461425393125
"642","2SR1a_64",64,256,"ConnectiveE",0.4,0,30,"ritardo",4.67,1.15,0,30,0.22,1,45,"Plausible",-1.60134932952495,-1.58446926729982,-1.37827037761062
"643","2SR1a_65",65,257,"ConnectiveN",5.13,1,28,"disoccupato",3.64,9.58,1,28,6.65,1,44,"Plausible",-0.769369899639017,-0.224657308226549,-0.590703052537244
"644","2SR2a_69",69,274,"ConnectiveN",9.29,0,26,"magnifica",3.95,11.2,0,26,13.6,1,39,"Implausible",-0.0376501473503348,0.0366588689619086,0.260555564766012
"645","2SR2a_70",70,279,"ConnectiveE",9.91,0,30,"accettato",4.46,9.45,0,30,6.46,1,49,"Implausible",0.0714042388080748,-0.245627124914512,-0.613974870852009
"646","2SR1a_72",72,288,"ConnectiveE",9.84,0,30,"dolce",4.83,7.04,0,30,5.66,1,47,"Plausible",0.0590916468224479,-0.634375265052896,-0.7119614742826
"647","2SR1a_73",73,289,"ConnectiveN",19.26,1,33,"annegato",2.97,20.89,1,33,17.31,1,54,"Plausible",1.71601473974538,1.5997167436262,0.714968438175376
"648","2SR4a_75",75,298,"ConnectiveN",9.72,0,26,"sospeso",4.28,11.4,0,27,7.67,1,42,"Implausible",0.0379843462756591,0.0689201254049282,-0.465770133163241
"649","2SR2a_78",78,311,"ConnectiveE",0,1,29,"proibita",3.44,9.39,1,29,7.35,1,41,"Implausible",-1.67170699801424,-0.255305501847417,-0.504964774535477
"650","2SR2a_79",79,316,"ConnectiveE",10.78,1,32,"scottatura",2.42,11.56,1,32,7.52,1,52,"Plausible",0.224432167772294,0.0947291305593437,-0.484142621306477
"651","SR2a_80",80,317,"ConnectiveN",4.65,0,27,"morto",5.04,4.42,0,27,4.23,1,43,"Plausible",-0.853799101826173,-1.05699772445645,-0.887112527914781
"652","SR2b_01",81,322,"ConnectiveN",7.16,0,27,"confusa",4.01,7.76,0,28,6.74,1,41,"Implausible",-0.412304732055838,-0.518234741858026,-0.579679559651303
"653","SR2b_02",82,327,"ConnectiveH",7.61,0,27,"attaccato",4.35,7.49,0,27,4.46,1,45,"Implausible",-0.333152355005379,-0.561787438056102,-0.858941379428486
"654","SR2b_03",83,332,"ConnectiveH",13.55,0,33,"bandito",3.81,11.08,0,33,6.4,1,48,"Plausible",0.711659022060672,0.017302115096097,-0.621323866109304
"655","SR2b_04",84,333,"ConnectiveN",14.58,0,34,"abbattuto",3.77,14.26,0,34,10.35,1,49,"Plausible",0.89283001842061,0.530256092540106,-0.137515011670762
"656","SR2b_05",85,338,"ConnectiveN",3.76,1,33,"dimise",2.62,12.8,1,33,3.54,1,52,"Implausible",-1.01034491421486,0.294748920506064,-0.971625973373665
"657","SR2b_06",86,343,"ConnectiveH",11.24,1,32,"bruciata",3.62,12.48,1,33,21.27,1,43,"Implausible",0.305343486534985,0.243130910197233,1.2000021251568
"658","SR2b_07",87,348,"ConnectiveH",14.19,1,30,"lamentati",3.18,22.15,1,30,15.33,1,49,"Plausible",0.824231291643546,1.80296265921722,0.472451594684664
"659","SR2b_08",88,349,"ConnectiveN",2.89,0,30,"sicuro",5.22,8.42,0,30,5.99,1,38,"Plausible",-1.16337284317908,-0.411772595596062,-0.671542000367481
"660","SR2b_09",89,354,"ConnectiveN",7.63,0,36,"superato",4.5,9.09,0,36,23.03,1,47,"Implausible",-0.329634471580915,-0.303697386511946,1.4155726527041
"661","SR1b_11",91,363,"ConnectiveH",6.91,0,38,"fermato",4.35,6.25,0,38,16.49,1,53,"Implausible",-0.456278274861648,-0.761807228002823,0.61453216965902
"662","SR3b_14",94,376,"ConnectiveH",16.72,1,33,"allagate",2.64,16.52,1,33,12.6,1,52,"Plausible",1.26924354483835,0.894808290346226,0.138072310477774
"663","SR1b_17",97,385,"ConnectiveN",3.02,1,36,"schiantata",2.37,4.3,1,37,2.22,1,50,"Plausible",-1.14050660092006,-1.07635447832226,-1.13330386903414
"664","SR1b_18",98,390,"ConnectiveN",24.85,1,31,"tosse",3.77,21.82,1,31,24.92,1,46,"Implausible",2.69926315688329,1.74973158608624,1.64706600330887
"665","SR1b_19",99,395,"ConnectiveH",18.1,1,33,"brontolare",2.21,28.33,1,33,26.01,1,48,"Implausible",1.51197750112642,2.79983548330652,1.78057275048305
"666","SR1b_20",100,400,"ConnectiveH",7.16,0,38,"ospedale",4.77,7.91,0,38,25.99,1,56,"Plausible",-0.412304732055838,-0.494038799525761,1.77812308539728
"667","SR1b_21",101,401,"ConnectiveN",8.64,0,27,"soddisfatti",3.77,11.18,0,27,14.49,1,41,"Plausible",-0.151981358645441,0.0334327433176067,0.369565661082544
"668","SR1b_22",102,406,"ConnectiveN",13.87,1,27,"whisky",3.44,13.98,1,29,7.79,1,37,"Implausible",0.767945156852109,0.485090333519879,-0.451072142648652
"669","SR4b_24",104,415,"ConnectiveH",10.67,0,32,"cresta",3.74,13.79,0,32,17.13,1,51,"Implausible",0.205083808937738,0.45444213989901,0.692921452403493
"670","SR4b_25",105,420,"ConnectiveH",9.28,1,28,"lividi",3.36,11.47,1,28,11.79,1,41,"Plausible",-0.0394090890625672,0.080211565159985,0.0388608745043006
"671","SR4b_26",106,421,"ConnectiveN",18.77,1,29,"panino",3.98,22.14,1,30,3.68,1,37,"Plausible",1.62982659584599,1.80134959639507,-0.954478317773312
"672","SR4b_27",107,426,"ConnectiveN",4.65,0,28,"enormi",4.34,4.13,0,28,19.64,1,44,"Implausible",-0.853799101826173,-1.10377654629883,1.00035442066697
"673","SR4b_28",108,431,"ConnectiveH",10.06,0,29,"tagliato",4.17,11.43,0,29,10.07,1,47,"Implausible",0.097788364491561,0.073759313871381,-0.171810322871469
"674","SR3b_30",110,440,"ConnectiveH",10.44,1,27,"respinse",3.06,10.3,1,27,26.88,1,45,"Plausible",0.164628149556392,-0.108516785031679,1.88713318171382
"675","SR1b_33",113,449,"ConnectiveN",18.44,1,29,"esultava",1.99,18.62,1,29,22.99,1,42,"Plausible",1.57178151934232,1.23355148299793,1.41067332253257
"676","SR1b_34",114,454,"ConnectiveN",5.08,1,29,"spaventati",3.39,5.41,1,29,2.81,1,48,"Implausible",-0.778164608200179,-0.897304505063504,-1.06103874900408
"677","SR1b_35",115,459,"ConnectiveH",10.32,1,29,"affamato",3.41,10.1,1,29,9.13,1,45,"Implausible",0.143520849009604,-0.140778041474698,-0.286944581902413
"678","SR1b_36",116,464,"ConnectiveH",12.74,0,29,"professionista",4.39,12.55,0,29,2.7,1,37,"Plausible",0.569184743369847,0.25442234995229,-1.07451190697579
"679","SR3b_39",119,473,"ConnectiveN",0,1,28,"chiuse",4.35,2.48,0,29,2.48,1,45,"Plausible",-1.67170699801424,-1.36993191195374,-1.1014582229192
"680","SR3b_40",120,478,"ConnectiveN",3.24,0,32,"condannata",3.75,3.1,0,34,4.14,1,46,"Implausible",-1.10180988325094,-1.26992201698038,-0.898136020800722
"681","SR3b_41",121,483,"ConnectiveH",7.67,0,27,"ricco",4.7,10.87,0,28,7.92,1,40,"Implausible",-0.322598704731985,-0.0165722041690735,-0.435149319591181
"682","SR2b_43",123,492,"ConnectiveH",25.86,1,35,"arrossito",1.91,27.51,1,35,24.96,1,47,"Plausible",2.87691626981877,2.66756433189014,1.6519653334804
"683","SR2b_44",124,493,"ConnectiveN",15.98,1,32,"dolorante",3.02,12.93,1,33,6.87,1,43,"Plausible",1.13908185813315,0.315718737194027,-0.563756736593832
"684","SR2b_45",125,498,"ConnectiveN",10.2,0,26,"cortile",4.19,11.59,0,26,15.36,1,39,"Implausible",0.122413548462815,0.0995683190257965,0.476126092313311
"685","SR3b_49",129,515,"ConnectiveH",4.38,0,34,"preoccupato",4.16,6.52,0,34,8.09,1,58,"Implausible",-0.901290528056448,-0.718254531804746,-0.414327166362181
"686","SR1b_52",132,528,"ConnectiveH",11.83,0,29,"unico",5.34,11.4,0,29,2.29,1,45,"Plausible",0.409121047556697,0.0689201254049282,-1.12473004123396
"687","SR3b_55",135,537,"ConnectiveN",5.68,1,28,"rapita",3.63,8.41,1,28,1.86,1,39,"Plausible",-0.672628105466235,-0.413385658418213,-1.17739784057791
"688","SR1b_58",138,550,"ConnectiveN",19.02,1,31,"ostriche",3.16,18.08,1,32,22.32,1,43,"Implausible",1.6738001386518,1.14644609060178,1.32860954215945
"689","SR3b_61",141,563,"ConnectiveH",6.29,0,30,"accettare",4.69,6.88,0,30,4.66,1,41,"Implausible",-0.565332661020058,-0.660184270207311,-0.834444728570838
"690","SR3b_62",142,568,"ConnectiveH",13.99,0,34,"professionale",4.54,11.86,0,36,9.33,1,49,"Plausible",0.789052457398898,0.143121015223873,-0.262447931044765
"691","SR3b_63",143,569,"ConnectiveN",11.85,1,30,"comodi",3.78,22.38,1,31,11.2,1,46,"Plausible",0.412638930981162,1.8400631041267,-0.0334042455257599
"692","SR2b_65",145,578,"ConnectiveN",5.12,0,28,"felice",5.13,3.63,0,29,9.73,1,43,"Implausible",-0.771128841351249,-1.18442968740638,-0.21345462932947
"693","SR1b_67",147,587,"ConnectiveH",9.72,0,26,"critiche",4.51,8.84,0,26,16.05,1,39,"Implausible",0.0379843462756591,-0.344023957065721,0.560639537772196
"694","SR4b_69",149,596,"ConnectiveH",5.2,0,27,"disordine",3.87,4.92,0,29,7.55,1,36,"Plausible",-0.75705730765339,-0.976344583348902,-0.48046812367783
"695","SR4b_70",150,597,"ConnectiveN",0.81,0,26,"carabinieri",4.5,1.61,0,26,4.23,1,38,"Plausible",-1.52923271932342,-1.51026837748087,-0.887112527914781
"696","SR4b_71",151,602,"ConnectiveN",6.21,0,32,"cessato",3.42,11.62,0,32,16.96,1,50,"Implausible",-0.579404194717917,0.104407507492249,0.672099299174493
"697","SR3b_73",153,611,"ConnectiveH",17.73,0,26,"festeggiare",4.31,14.97,0,27,36.38,1,39,"Implausible",1.44689665777382,0.644783552912825,3.05072409745208
"698","SR3b_74",154,616,"ConnectiveH",6.41,1,30,"antidolorifici",2.89,15.5,1,31,16.15,1,47,"Plausible",-0.544225360473269,0.730275882486827,0.572887863201019
"699","SR3b_75",155,617,"ConnectiveN",1.8,0,27,"rose",4.43,4.2,0,29,0.55,0,41,"Plausible",-1.35509748981241,-1.09248510654377,-1.3378509036955
"700","SR3b_76",156,622,"ConnectiveN",20.9,0,25,"gallerie",3.87,18.26,0,26,21.16,1,33,"Implausible",2.00448118055149,1.1754812214005,1.18652896718509
"701","2SR3a_06",6,24,"ConnectiveE",10,1,30,"migliorò",2.56,14.25,1,30,2.99,1,44,"Plausible",0.0872347142181664,0.528643029717955,-1.0389917632322
"702","2SR3a_07",7,25,"ConnectiveN",5.77,0,31,"ferito",4.38,8.37,0,31,9.74,1,38,"Plausible",-0.656797630056143,-0.419837909706817,-0.212229796786588
"703","2SR3a_08",8,30,"ConnectiveN",23.7,1,29,"festeggiato",3.72,25.24,1,31,52.57,1,43,"Implausible",2.49698485997657,2.30139907126187,5.03372798437866
"704","2SR3a_09",9,35,"ConnectiveE",6.53,1,33,"applaudito",2.95,9.14,1,33,5.74,1,42,"Implausible",-0.52311805992648,-0.295632072401191,-0.702162813939541
"705","2SR2a_11",11,44,"ConnectiveE",8.58,1,33,"imprigionati",3.17,8.89,1,33,14.57,1,54,"Plausible",-0.162535008918836,-0.335958642954966,0.379364321425603
"706","2SR2a_12",12,45,"ConnectiveN",5.2,0,31,"felici",4.58,6.75,0,32,14.3,1,41,"Plausible",-0.75705730765339,-0.681154086895274,0.346293842767779
"707","2SR2a_13",13,50,"ConnectiveN",5.96,1,31,"prurito",3.37,10.26,1,32,5.24,1,41,"Implausible",-0.623377737523727,-0.114969036320283,-0.76340444108366
"708","2SR2a_14",14,55,"ConnectiveE",9.56,0,29,"firmato",4.51,10.09,0,29,15.62,1,40,"Implausible",0.00984127887994052,-0.142391104296849,0.507971738428253
"709","2SR2a_15",15,60,"ConnectiveE",12.36,1,36,"sporchi",3.81,13.46,1,36,10.2,1,49,"Plausible",0.502344958305015,0.401211066768028,-0.155887499813998
"710","2SR1a_17",17,65,"ConnectiveN",7.53,1,26,"magro",3.73,12.17,1,27,4.4,1,43,"Plausible",-0.347223888703239,0.193125962710553,-0.86629037468578
"711","2SR4a_19",19,74,"ConnectiveN",5.39,1,30,"diminuiti",3.28,6.43,1,30,11.75,1,47,"Implausible",-0.723637415120974,-0.732772097204105,0.0339615443327712
"712","2SR4a_20",20,79,"ConnectiveE",4.76,0,30,"preoccupati",3.91,4.59,0,31,17.72,1,46,"Implausible",-0.834450742991616,-1.02957565647988,0.765186572433554
"713","2SR4a_21",21,84,"ConnectiveE",6.94,0,31,"finì",3.77,6.74,0,31,8.43,1,39,"Plausible",-0.451001449724951,-0.682767149717425,-0.37268285990418
"714","2SR3a_23",23,89,"ConnectiveN",13.11,1,29,"esultato",2.78,19.59,1,29,10.34,1,45,"Plausible",0.634265586722446,1.39001857674657,-0.138739844213645
"715","2SR3a_24",24,94,"ConnectiveN",15.26,0,33,"punto",5.62,14.07,0,33,14.08,0,43,"Implausible",1.01243805485241,0.499607898919238,0.319347526824366
"716","2SR3a_25",25,99,"ConnectiveE",10.98,1,33,"erbacce",3.12,20.8,1,34,12.08,1,48,"Implausible",0.259611002016943,1.58519917822684,0.0743810182478899
"717","2SR3a_26",26,104,"ConnectiveE",7.9,1,31,"delusa",3.65,12.15,1,31,3.17,1,48,"Plausible",-0.282143045350639,0.189899837066251,-1.01694477746031
"718","2SR3a_27",27,105,"ConnectiveN",4.41,0,26,"negative",4.06,6.69,0,26,4.41,0,39,"Plausible",-0.89601370291975,-0.69083246382818,-0.865065542142898
"719","2SR2a_29",29,114,"ConnectiveN",6.89,0,34,"promozione",4.65,5.9,0,34,17.9,1,48,"Implausible",-0.459796158286113,-0.818264426778107,0.787233558205437
"720","2SR1a_31",31,123,"ConnectiveE",6.27,1,33,"arrestata",3.78,9.93,1,33,6.22,1,42,"Implausible",-0.568850544444522,-0.168200109451265,-0.643370851881186
"721","2SR1a_32",32,128,"ConnectiveE",9.84,1,37,"furioso",3.66,8.68,1,37,3.26,1,54,"Plausible",0.0590916468224479,-0.369832962220136,-1.00592128457437
"722","2SR1a_33",33,129,"ConnectiveN",7.42,0,34,"cadde",3.85,5.61,0,34,2.03,1,48,"Plausible",-0.366572247537795,-0.865043248620485,-1.15657568734891
"723","2SR1a_34",34,134,"ConnectiveN",6.15,0,25,"solo",6.33,8.53,0,26,6.85,0,38,"Implausible",-0.589957844991311,-0.394028904552401,-0.566206401679596
"724","2SR1a_35",35,139,"ConnectiveE",22.63,1,36,"cancellarla",2.67,26.32,1,37,26.85,1,52,"Implausible",2.3087780967677,2.47560985605418,1.88345868408517
"725","2SR1a_36",36,144,"ConnectiveE",5.38,0,32,"annullato",3.83,6.37,0,33,8.16,1,43,"Plausible",-0.725396356833207,-0.742450474137011,-0.405753338562004
"726","2SR1a_37",37,145,"ConnectiveN",17.22,1,32,"candele",3.86,19.15,1,32,19.89,1,50,"Plausible",1.35719063044997,1.31904381257193,1.03097523423903
"727","2SR4a_39",39,154,"ConnectiveN",4.75,0,28,"stanca",4.18,4.53,0,28,4.87,1,36,"Implausible",-0.836209684703849,-1.03925403341279,-0.808723245170308
"728","2SR4a_40",40,159,"ConnectiveE",1.57,0,32,"panico",4.36,3.56,0,33,11.4,1,47,"Implausible",-1.39555314919375,-1.19572112716143,-0.00890759466811215
"729","2SR2a_43",43,172,"ConnectiveE",8.19,1,34,"fiero",4.04,7.42,1,35,7.52,1,45,"Plausible",-0.2311337356959,-0.573078877811159,-0.484142621306477
"730","2SR2a_44",44,173,"ConnectiveN",10.03,1,32,"contagiato",3.11,10.75,1,35,16.57,1,43,"Plausible",0.0925115393548636,-0.0359289580348851,0.62433083000208
"731","2SR2a_45",45,178,"ConnectiveN",6.31,0,26,"rifiutato",4.21,4.06,0,27,2.24,1,46,"Implausible",-0.561814777595593,-1.11506798605389,-1.13085420394837
"732","2SR2a_46",46,183,"ConnectiveE",10.95,1,33,"aspro",3.13,11.22,1,34,7.59,1,50,"Implausible",0.254334176880245,0.0398849946062107,-0.4755687935063
"733","2SR2a_47",47,188,"ConnectiveE",9.15,1,34,"spaventata",3.59,10.14,1,34,9.79,1,45,"Plausible",-0.0622753313215883,-0.134325790186094,-0.206105634072176
"734","2SR4a_50",50,197,"ConnectiveN",4.3,0,29,"arrestato",4.59,4.28,0,29,10.55,1,52,"Plausible",-0.915362061754307,-1.07958060396656,-0.113018360813115
"735","2SR4a_51",51,202,"ConnectiveN",6.94,0,32,"meglio",5.71,9.14,0,33,0.77,1,42,"Implausible",-0.451001449724951,-0.295632072401191,-1.31090458775209
"736","2SR4a_52",52,207,"ConnectiveE",6.4,0,30,"licenziato",3.99,5.9,0,30,16.4,1,46,"Implausible",-0.545984302185501,-0.818264426778107,0.603508676773079
"737","2SR4a_53",53,212,"ConnectiveE",0.88,0,29,"successo",5.44,1.64,0,31,2.68,0,36,"Plausible",-1.51692012733779,-1.50542918901442,-1.07696157206155
"738","2SR4a_54",54,213,"ConnectiveN",7.88,0,33,"vecchio",5.06,8.21,0,33,7.75,1,42,"Plausible",-0.285660928775104,-0.445646914861232,-0.455971472820182
"739","2SR3a_56",56,222,"ConnectiveN",14.22,1,27,"nervosa",3.76,11,1,28,12.68,1,35,"Implausible",0.829508116780243,0.00439761251888923,0.147870970820833
"740","2SR1a_59",59,235,"ConnectiveE",6.88,0,32,"liberato",4.02,6.75,0,32,21.69,1,45,"Implausible",-0.461555099998345,-0.681154086895274,1.25144509195786
"741","2SR2a_63",63,252,"ConnectiveE",6.56,1,35,"agitata",3.45,9.45,1,35,5.53,1,51,"Plausible",-0.517841234789783,-0.245627124914512,-0.727884297340071
"742","2SR2a_64",64,253,"ConnectiveN",6.68,0,31,"ritardo",4.67,6.42,0,31,3.56,1,44,"Plausible",-0.496733934242994,-0.734385160026256,-0.9691763082879
"743","2SR2a_65",65,258,"ConnectiveN",6.71,1,28,"disoccupato",3.64,13.12,1,28,8.83,1,47,"Implausible",-0.491457109106296,0.346366930814895,-0.323689558188885
"744","2SR3a_69",69,275,"ConnectiveE",11.83,0,28,"magnifica",3.95,13.72,0,28,16.66,1,41,"Implausible",0.409121047556697,0.443150700143954,0.635354322888021
"745","2SR3a_70",70,280,"ConnectiveE",10.04,0,30,"accettato",4.46,7.64,0,30,3.87,1,49,"Plausible",0.0942704810670959,-0.537591495723837,-0.931206499458546
"746","2SR2a_72",72,285,"ConnectiveN",3.52,0,26,"dolce",4.83,3.58,0,26,4.36,1,40,"Plausible",-1.05255951530844,-1.19249500151713,-0.87118970485731
"747","2SR2a_73",73,290,"ConnectiveN",20.83,1,33,"annegato",2.97,23.42,1,33,19.47,1,53,"Implausible",1.99216858856587,2.0078216376304,0.979532267437971
"748","2SR1a_75",75,299,"ConnectiveE",8.28,0,32,"sospeso",4.28,11.46,0,33,8.16,1,47,"Implausible",-0.215303260285808,0.0785985023378341,-0.405753338562004
"749","2SR3a_78",78,312,"ConnectiveE",0,1,29,"proibita",3.44,10.16,1,29,7.83,1,43,"Plausible",-1.67170699801424,-0.131099664541792,-0.446172812477123
"750","2SR3a_79",79,313,"ConnectiveN",10.16,1,29,"scottatura",2.42,13.35,1,29,8.32,1,47,"Plausible",0.115377781613885,0.383467375724368,-0.386156017875886
"751","SR3a_80",80,318,"ConnectiveN",4.5,0,27,"morto",5.04,4.75,0,27,5.51,1,42,"Implausible",-0.880183227509659,-1.00376665132547,-0.730333962425836
"752","SR3b_01",81,323,"ConnectiveH",7.45,0,29,"confusa",4.01,11.21,0,30,10.54,1,44,"Implausible",-0.361295422401098,0.0382719317840598,-0.114243193355997
"753","SR3b_02",82,328,"ConnectiveH",8.52,0,27,"attaccato",4.35,6.98,0,27,4.41,1,43,"Plausible",-0.17308865919223,-0.644053641985802,-0.865065542142898
"754","SR3b_03",83,329,"ConnectiveN",10.96,0,29,"bandito",3.81,11.3,0,29,16.4,1,46,"Plausible",0.256093118592478,0.0527894971834185,0.603508676773079
"755","SR3b_04",84,334,"ConnectiveN",15.16,0,33,"abbattuto",3.77,15.77,0,33,11.52,1,47,"Implausible",0.99484863773009,0.773828578684903,0.00579039584647635
"756","SR3b_05",85,339,"ConnectiveH",6.98,1,33,"dimise",2.62,15,1,33,5.94,1,52,"Implausible",-0.443965682876021,0.649622741379278,-0.677666163081893
"757","SR3b_06",86,344,"ConnectiveH",12.44,1,27,"bruciata",3.62,11.38,1,28,7.27,1,40,"Plausible",0.516416492002874,0.0656939997606263,-0.514763434878536
"758","SR3b_07",87,345,"ConnectiveN",24.44,1,30,"lamentati",3.18,27.2,1,30,22.11,1,46,"Plausible",2.62714654668177,2.61755938440346,1.30288805875892
"759","SR3b_08",88,350,"ConnectiveN",3.14,0,29,"sicuro",5.22,9.15,0,29,10.17,1,36,"Implausible",-1.11939930037327,-0.294019009579041,-0.159561997442645
"760","SR3b_09",89,355,"ConnectiveH",9.48,0,33,"superato",4.5,10.58,0,33,20.58,1,44,"Implausible",-0.00423025481791877,-0.0633510260114516,1.11548867969792
"761","SR2b_11",91,364,"ConnectiveH",5.3,0,34,"fermato",4.35,4.7,0,34,7.86,1,50,"Plausible",-0.739467890531066,-1.01183196543622,-0.442498314848476
"762","SR4b_14",94,373,"ConnectiveN",19.29,1,39,"allagate",2.64,18.07,1,39,12.96,1,51,"Plausible",1.72129156488207,1.14483302777963,0.18216628202154
"763","SR2b_17",97,386,"ConnectiveN",2.85,1,35,"schiantata",2.37,4.26,1,36,6.35,1,49,"Implausible",-1.17040861002801,-1.08280672961087,-0.627448028823716
"764","SR2b_18",98,391,"ConnectiveH",22.74,1,32,"tosse",3.77,19.16,1,32,24.81,1,49,"Implausible",2.32812645560226,1.32065687539408,1.63359284533716
"765","SR2b_19",99,396,"ConnectiveH",17.1,1,34,"brontolare",2.21,20.88,1,34,23.07,1,49,"Plausible",1.33608332990318,1.59810368080405,1.42047198287563
"766","SR2b_20",100,397,"ConnectiveN",2.95,0,37,"ospedale",4.77,5.12,0,37,14.48,1,54,"Plausible",-1.15281919290568,-0.944083326905882,0.368340828539662
"767","SR2b_21",101,402,"ConnectiveN",10.08,0,27,"soddisfatti",3.77,11.17,0,27,14.64,1,42,"Implausible",0.101306247916026,0.0318196804954557,0.38793814922578
"768","SR2b_22",102,407,"ConnectiveH",13.76,1,30,"whisky",3.44,15.25,1,32,8.38,1,39,"Implausible",0.748596798017552,0.689949311933052,-0.378807022618592
"769","SR1b_24",104,416,"ConnectiveH",9.18,0,33,"cresta",3.74,12.95,0,33,11.25,1,45,"Plausible",-0.0569985061848912,0.318944862838329,-0.0272800828113479
"770","SR1b_25",105,417,"ConnectiveN",8.83,1,28,"lividi",3.36,11.2,1,28,7.69,1,46,"Plausible",-0.118561466113025,0.0366588689619086,-0.463320468077476
"771","SR1b_26",106,422,"ConnectiveN",15.88,1,27,"panino",3.98,15.13,1,28,14.61,1,40,"Implausible",1.12149244101082,0.670592558067241,0.384263651597133
"772","SR1b_27",107,427,"ConnectiveH",6.18,0,29,"enormi",4.34,5.09,0,29,20.48,1,45,"Implausible",-0.584681019854614,-0.948922515372335,1.10324035426909
"773","SR1b_28",108,432,"ConnectiveH",10.17,0,29,"tagliato",4.17,11.56,0,29,9.77,1,44,"Plausible",0.117136723326117,0.0947291305593437,-0.208555299157941
"774","SR4b_30",110,437,"ConnectiveN",8.89,1,26,"respinse",3.06,6.56,1,26,29.83,1,47,"Plausible",-0.108007815839631,-0.711802280516142,2.24845878186412
"775","SR2b_33",113,450,"ConnectiveN",18.71,1,28,"esultava",1.99,18.82,1,28,19.43,1,41,"Implausible",1.6192729455726,1.26581273944095,0.974632937266441
"776","SR2b_34",114,455,"ConnectiveH",5.94,1,30,"spaventati",3.39,9.46,1,30,8.08,1,46,"Implausible",-0.626895620948192,-0.24401406209236,-0.415551998905063
