"","SOS_ID","ITEM_ID","SENT_ID","Connective","ita_surp_GePpeTto","OOV_GePpeTto","seq_len_GePpeTto","TARGET_WORD","freq","ita_surp_GroNLP","OOV_GroNLP","seq_len_GroNLP","ita_surp_llama2Italian7B","OOV_llama2Italian7B","seq_len_llama2Italian7B","Plausibility","Z_Surp_GePpeTto","Z_Surp_GroNLP","Z_Surp_llama2Italian7B"
"1","SR4a_06",6,21,"ConnectiveN",12.59,1,28,"migliorò",2.56,13.86,1,28,3.85,1,43,"Plausible",0.542800617686361,0.465733579654067,-0.933656164544311
"2","SR4a_07",7,26,"ConnectiveN",5.85,0,33,"ferito",4.38,8.6,0,33,10.06,1,43,"Implausible",-0.642726096358284,-0.382737464797344,-0.173035155414351
"3","SR4a_08",8,31,"ConnectiveH",22.85,1,30,"festeggiato",3.72,25.69,1,32,50.56,1,46,"Implausible",2.34747481443681,2.37398689825867,4.7875366432593
"4","SR4a_09",9,36,"ConnectiveH",7.84,1,30,"applaudito",2.95,8.42,1,30,4,1,38,"Plausible",-0.292696695624034,-0.411772595596062,-0.915283676401075
"5","SR3a_11",11,41,"ConnectiveN",9.12,1,28,"imprigionati",3.17,7.59,1,28,7.7,1,45,"Plausible",-0.0675521564582857,-0.545656809834592,-0.462095635534594
"6","SR3a_12",12,46,"ConnectiveN",5.44,0,30,"felici",4.58,7.36,0,31,19.08,1,42,"Implausible",-0.714842706559812,-0.582757254744065,0.931763798265558
"7","SR3a_13",13,51,"ConnectiveH",5.8,1,32,"prurito",3.37,11.96,1,33,7.01,1,42,"Implausible",-0.651520804919446,0.159251643445383,-0.546609080993478
"8","SR3a_14",14,56,"ConnectiveH",9.73,0,27,"firmato",4.51,10.28,0,27,15,1,38,"Plausible",0.0397432879878915,-0.111742910675981,0.432032120769546
"9","SR3a_15",15,57,"ConnectiveN",7.85,1,32,"sporchi",3.81,7.75,1,32,10.48,1,43,"Plausible",-0.290937753911802,-0.519847804680177,-0.121592188613291
"10","SR2a_17",17,66,"ConnectiveN",7.78,1,30,"magro",3.73,11.3,1,31,5.69,1,40,"Implausible",-0.303250345897428,0.0527894971834185,-0.708286976653953
"11","SR1a_19",19,75,"ConnectiveH",10.22,1,31,"diminuiti",3.28,11.09,1,31,13.91,1,50,"Implausible",0.12593143188728,0.018915177918248,0.298525373595366
"12","SR1a_20",20,80,"ConnectiveH",5.23,0,27,"preoccupati",3.91,4.32,0,28,13.89,1,37,"Plausible",-0.751780482516693,-1.07312835267796,0.296075708509601
"13","SR1a_21",21,81,"ConnectiveN",9.11,0,31,"finì",3.77,7.94,0,31,7.83,1,37,"Plausible",-0.0693110981705181,-0.489199611059308,-0.446172812477123
"14","SR4a_23",23,90,"ConnectiveN",17.54,1,32,"esultato",2.78,22.94,1,32,14.78,1,46,"Implausible",1.4134767652414,1.93039462216715,0.405085804826133
"15","SR4a_24",24,95,"ConnectiveH",15.3,0,35,"punto",5.62,13.02,0,35,15.26,0,47,"Implausible",1.01947382170134,0.330236302593385,0.463877766884488
"16","SR4a_25",25,100,"ConnectiveH",10.98,1,32,"erbacce",3.12,19.65,1,33,5.07,1,45,"Plausible",0.259611002016943,1.39969695367948,-0.784226594312661
"17","SR4a_26",26,101,"ConnectiveN",8.21,1,30,"delusa",3.65,11.93,1,30,17.07,1,43,"Plausible",-0.227615852271435,0.15441245497893,0.685572457146199
"18","SR4a_27",27,106,"ConnectiveN",4.55,0,25,"negative",4.06,7.78,0,25,9.03,0,38,"Implausible",-0.871388518948497,-0.515008616213724,-0.299192907331237
"19","SR3a_29",29,115,"ConnectiveH",7.46,0,35,"promozione",4.65,7.45,0,35,11.63,1,51,"Implausible",-0.359536480688866,-0.568239689344706,0.0192635538181827
"20","SR2a_31",31,124,"ConnectiveH",5.12,1,30,"arrestata",3.78,9.11,1,30,4.19,1,37,"Plausible",-0.771128841351249,-0.300471260867645,-0.89201185808631
"21","SR2a_32",32,125,"ConnectiveN",9.58,1,32,"furioso",3.66,9.81,1,32,10.13,1,50,"Plausible",0.0133591623044053,-0.187556863317076,-0.164461327614175
"22","SR2a_33",33,130,"ConnectiveN",8.03,0,35,"cadde",3.85,5.7,0,35,3.3,1,48,"Implausible",-0.259276803091618,-0.850525683221126,-1.00102195440284
"23","SR2a_34",34,135,"ConnectiveH",4.85,1,28,"solo",6.33,5.7,1,29,5,1,44,"Implausible",-0.818620267581525,-0.850525683221126,-0.792800422112837
"24","SR2a_35",35,140,"ConnectiveH",22.05,1,31,"cancellarla",2.67,22.38,1,32,25.29,1,47,"Plausible",2.20675947745822,1.8400631041267,1.69238480739552
"25","SR2a_36",36,141,"ConnectiveN",4.69,0,30,"annullato",3.83,4.14,0,31,11.68,1,42,"Plausible",-0.846763334977243,-1.10216348347668,0.0253877165325945
"26","SR2a_37",37,146,"ConnectiveN",16.76,1,35,"candele",3.86,18.71,1,35,24.03,1,53,"Implausible",1.27627931168728,1.24806904839729,1.53805590699234
"27","SR1a_39",39,155,"ConnectiveH",5.37,0,29,"stanca",4.18,10.19,0,29,5.63,1,41,"Implausible",-0.727155298545439,-0.12626047607534,-0.715635971911247
"28","SR1a_40",40,160,"ConnectiveH",3.13,0,29,"panico",4.36,4.4,0,30,9.65,1,44,"Plausible",-1.1211582420855,-1.06022385010075,-0.223253289672529
"29","SR3a_43",43,169,"ConnectiveN",8.6,1,30,"fiero",4.04,8.5,1,31,8.84,1,40,"Plausible",-0.159017125494371,-0.398868093018854,-0.322464725646002
"30","SR3a_44",44,174,"ConnectiveN",10.09,1,35,"contagiato",3.11,10.62,1,38,17.16,1,42,"Implausible",0.103065189628258,-0.0568987747228478,0.69659595003214
"31","SR3a_45",45,179,"ConnectiveH",5.96,0,27,"rifiutato",4.21,6.07,0,28,8.69,1,46,"Implausible",-0.623377737523727,-0.79084235880154,-0.340837213789238
"32","SR3a_46",46,184,"ConnectiveH",10.88,1,31,"aspro",3.13,10.44,1,32,9.63,1,46,"Plausible",0.242021584894619,-0.0859339055215653,-0.225702954758294
"33","SR3a_47",47,185,"ConnectiveN",9.65,1,31,"spaventata",3.59,9.56,1,31,1.46,1,41,"Plausible",0.0256717542900322,-0.227883433870851,-1.2263911422932
"34","SR1a_50",50,198,"ConnectiveN",4.43,0,27,"arrestato",4.59,5.85,0,27,15.5,1,48,"Implausible",-0.892495819495286,-0.826329740888861,0.493273747913665
"35","SR1a_51",51,203,"ConnectiveH",6.72,0,34,"meglio",5.71,10.22,0,35,3.78,1,43,"Implausible",-0.489698167394064,-0.121421287608886,-0.942229992344488
"36","SR1a_52",52,208,"ConnectiveH",5.21,0,28,"licenziato",3.99,4.73,0,28,9.2,1,44,"Plausible",-0.755298365941158,-1.00699277696977,-0.278370754102236
"37","SR1a_53",53,209,"ConnectiveN",3.1,0,29,"successo",5.44,4.75,0,31,0.84,0,39,"Plausible",-1.1264350672222,-1.00376665132547,-1.30233075995191
"38","SR1a_54",54,214,"ConnectiveN",8.04,0,31,"vecchio",5.06,8.29,0,31,12.15,1,44,"Implausible",-0.257517861379386,-0.432742412284024,0.0829548460480666
"39","SR4a_56",56,223,"ConnectiveH",15.8,1,27,"nervosa",3.76,14.82,1,28,18.14,1,42,"Implausible",1.10742090731296,0.620587610580561,0.816629539234614
"40","SR2a_59",59,236,"ConnectiveH",5.34,0,30,"liberato",4.02,6.14,0,30,11.05,1,43,"Plausible",-0.732432123682137,-0.779550919046483,-0.0517767336689955
"41","SR3a_63",63,249,"ConnectiveN",6.8,1,32,"agitata",3.45,9.1,1,32,6.54,1,48,"Plausible",-0.475626633696205,-0.302084323689796,-0.60417621050895
"42","SR3a_64",64,254,"ConnectiveN",6.22,0,29,"ritardo",4.67,7.34,0,29,9.49,1,41,"Implausible",-0.577645253005684,-0.585983380388367,-0.242850610358647
"43","SR3a_65",65,259,"ConnectiveH",5.43,1,29,"disoccupato",3.64,11.66,1,29,11.18,1,45,"Implausible",-0.716601648272045,0.110859758780853,-0.0358539106115246
"44","SR4a_69",69,276,"ConnectiveH",14.27,0,27,"magnifica",3.95,13.95,0,27,14.02,1,39,"Plausible",0.838302825341405,0.480251145053426,0.311998531567072
"45","SR4a_70",70,277,"ConnectiveN",9.71,0,27,"accettato",4.46,7.94,0,27,3.18,1,45,"Plausible",0.0362254045634267,-0.489199611059308,-1.01571994491743
"46","SR3a_72",72,286,"ConnectiveN",4.02,0,27,"dolce",4.83,4.03,0,27,2.7,1,42,"Implausible",-0.964612429696815,-1.11990717452034,-1.07451190697579
"47","SR3a_73",73,291,"ConnectiveH",19.96,1,37,"annegato",2.97,20.21,1,37,18.23,1,55,"Implausible",1.83914065960165,1.49002847171993,0.827653032120555
"48","SR2a_75",75,300,"ConnectiveH",8.41,0,27,"sospeso",4.28,10.08,0,28,6.19,1,44,"Plausible",-0.192437018026787,-0.144004167119,-0.647045349509834
"49","SR4a_78",78,309,"ConnectiveN",0,1,27,"proibita",3.44,7.05,1,27,1.19,1,37,"Plausible",-1.67170699801424,-0.632762202230745,-1.25946162095103
"50","SR4a_79",79,314,"ConnectiveN",10.14,1,29,"scottatura",2.42,12.91,1,29,11.47,1,47,"Implausible",0.11185989818942,0.312492611549725,-0.000333766867935433
"51","2SR4a_80",80,319,"ConnectiveE",4.77,0,28,"morto",5.04,5.58,0,28,4.66,1,45,"Implausible",-0.832691801279384,-0.869882437086938,-0.834444728570838
"52","2SR4b_01",81,324,"ConnectiveE",8.7,0,30,"confusa",4.01,8.58,0,31,5.35,1,45,"Plausible",-0.141427708372047,-0.385963590441646,-0.749931283111954
"53","2SR4b_02",82,325,"ConnectiveN",8.9,0,26,"attaccato",4.35,6.88,0,26,5.81,1,43,"Plausible",-0.106248874127399,-0.660184270207311,-0.693588986139364
"54","2SR4b_03",83,330,"ConnectiveN",12.66,0,31,"bandito",3.81,12.64,0,31,21.31,1,45,"Implausible",0.555113209671987,0.268939915351649,1.20490145532833
"55","2SR4b_04",84,335,"ConnectiveE",14.49,0,37,"abbattuto",3.77,17.23,0,37,19.89,1,53,"Implausible",0.876999543010518,1.00933575071894,1.03097523423903
"56","2SR4b_05",85,340,"ConnectiveE",4.6,1,33,"dimise",2.62,13.06,1,33,1.09,1,53,"Plausible",-0.862593810387335,0.33668855388199,-1.27170994637985
"57","2SR4b_06",86,341,"ConnectiveN",16.6,1,31,"bruciata",3.62,16,1,32,24.08,1,41,"Plausible",1.24813624429156,0.810929023594375,1.54418006970675
"58","2SR4b_07",87,346,"ConnectiveN",16.11,1,29,"lamentati",3.18,24.68,1,29,12.4,1,51,"Implausible",1.16194810039217,2.21106755322142,0.113575659620126
"59","2SR4b_08",88,351,"ConnectiveE",2.55,0,33,"sicuro",5.22,8.14,0,33,5.96,1,43,"Implausible",-1.22317686139498,-0.456938354616289,-0.675216497996128
"60","2SR4b_09",89,356,"ConnectiveE",8.77,0,36,"superato",4.5,8.61,0,36,15.62,1,48,"Plausible",-0.12911511638642,-0.381124401975193,0.507971738428253
"61","2SR3b_11",91,361,"ConnectiveN",7.07,0,39,"fermato",4.35,6.39,0,39,13.84,1,54,"Plausible",-0.42813520746593,-0.739224348492709,0.289951545795189
"62","2SR1b_14",94,374,"ConnectiveN",16.78,1,32,"allagate",2.64,16.5,1,32,15.2,1,49,"Implausible",1.27979719511174,0.891582164701924,0.456528771627193
"63","2SR3b_17",97,387,"ConnectiveE",2.89,1,37,"schiantata",2.37,3.89,1,38,1.05,1,50,"Implausible",-1.16337284317908,-1.14249005403045,-1.27660927655138
"64","2SR3b_18",98,392,"ConnectiveE",25.1,1,34,"tosse",3.77,21.5,1,34,17.06,1,51,"Plausible",2.74323669968911,1.69811357577741,0.684347624603316
"65","2SR3b_19",99,393,"ConnectiveN",17.4,1,32,"brontolare",2.21,24.79,1,32,26.29,1,49,"Plausible",1.38885158127015,2.22881124426508,1.81486806168376
"66","2SR3b_20",100,398,"ConnectiveN",5.21,0,39,"ospedale",4.77,7.58,0,39,24.31,1,57,"Implausible",-0.755298365941158,-0.547269872656743,1.57235121819304
"67","2SR3b_21",101,403,"ConnectiveE",6.41,0,30,"soddisfatti",3.77,8.65,0,30,21.17,1,46,"Implausible",-0.544225360473269,-0.374672150686589,1.18775379972798
"68","2SR3b_22",102,408,"ConnectiveE",14.55,1,30,"whisky",3.44,14.08,1,32,6.11,1,42,"Plausible",0.887553193283913,0.501220961741389,-0.656844009852893
"69","2SR2b_24",104,413,"ConnectiveN",9.75,0,31,"cresta",3.74,12,0,31,10.59,1,49,"Plausible",0.0432611714123562,0.165703894733986,-0.108119030641585
"70","2SR2b_25",105,418,"ConnectiveN",8.62,1,27,"lividi",3.36,11.09,1,27,8.75,1,42,"Implausible",-0.155499242069906,0.018915177918248,-0.333488218531944
"71","2SR2b_26",106,423,"ConnectiveE",19.01,1,31,"panino",3.98,22.26,1,32,4.76,1,42,"Implausible",1.67204119693957,1.82070635026088,-0.822196403142014
"72","2SR2b_27",107,428,"ConnectiveE",5.84,0,31,"enormi",4.34,4.06,0,31,21.02,1,49,"Plausible",-0.644485038070516,-1.11506798605389,1.16938131158474
"73","2SR2b_28",108,429,"ConnectiveN",10.32,0,28,"tagliato",4.17,9.46,0,28,9.92,1,44,"Plausible",0.143520849009604,-0.24401406209236,-0.190182811014705
"74","2SR1b_30",110,438,"ConnectiveN",9.65,1,26,"respinse",3.06,7.34,1,26,26.85,1,45,"Implausible",0.0256717542900322,-0.585983380388367,1.88345868408517
"75","2SR3b_33",113,451,"ConnectiveE",16.19,1,32,"esultava",1.99,18.02,1,32,25.52,1,46,"Implausible",1.17601963409003,1.13676771366887,1.72055595588181
"76","2SR3b_34",114,456,"ConnectiveE",5.56,1,32,"spaventati",3.39,8.21,1,32,3.43,1,49,"Plausible",-0.693735406013024,-0.445646914861232,-0.985099131345371
"77","2SR3b_35",115,457,"ConnectiveN",7.89,1,28,"affamato",3.41,9.42,1,28,10.55,1,44,"Plausible",-0.283901987062872,-0.250466313380964,-0.113018360813115
"78","2SR3b_36",116,462,"ConnectiveN",11.94,0,27,"professionista",4.39,12.24,0,27,7.04,1,35,"Implausible",0.428469406391254,0.20441740246561,-0.542934583364831
"79","2SR1b_39",119,475,"ConnectiveE",0,1,31,"chiuse",4.35,4.59,0,32,6.12,1,48,"Implausible",-1.67170699801424,-1.02957565647988,-0.65561917731001
"80","2SR1b_40",120,480,"ConnectiveE",3.15,0,33,"condannata",3.75,4.03,0,35,3.13,1,49,"Plausible",-1.11764035866103,-1.11990717452034,-1.02184410763184
"81","2SR1b_41",121,481,"ConnectiveN",5.5,0,26,"ricco",4.7,7.14,0,27,3.81,1,40,"Plausible",-0.704289056286418,-0.618244636831386,-0.938555494715841
"82","2SR4b_43",123,490,"ConnectiveN",25.28,1,34,"arrossito",1.91,30.79,1,34,17.53,1,46,"Implausible",2.77489765050929,3.19664893755566,0.741914754118789
"83","2SR4b_44",124,495,"ConnectiveE",16.45,1,35,"dolorante",3.02,15.12,1,36,11.32,1,47,"Implausible",1.22175211860807,0.66897949524509,-0.0187062550111712
"84","2SR4b_45",125,500,"ConnectiveE",12.42,0,29,"cortile",4.19,15.14,0,29,15.74,1,42,"Plausible",0.51289860857841,0.672205620889392,0.522669728942842
"85","2SR1b_49",129,513,"ConnectiveN",5.76,0,33,"preoccupato",4.16,5.66,0,33,4.51,1,58,"Plausible",-0.658556571768375,-0.85697793450973,-0.852817216714074
"86","2SR3b_52",132,526,"ConnectiveN",5.16,0,28,"unico",5.34,7.89,0,28,3.94,1,46,"Implausible",-0.76409307450232,-0.497264925170063,-0.92263267165837
"87","2SR1b_55",135,539,"ConnectiveE",6.8,1,31,"rapita",3.63,11.44,1,31,2.51,1,44,"Implausible",-0.475626633696205,0.0753723766935319,-1.09778372529055
"88","2SR3b_58",138,552,"ConnectiveE",19.79,1,34,"ostriche",3.16,17.12,1,35,20.16,1,48,"Plausible",1.8092386504937,0.991592059675284,1.06404571289686
"89","2SR1b_61",141,561,"ConnectiveN",7.31,0,30,"accettare",4.69,7.21,0,30,6.77,1,41,"Plausible",-0.385920606372352,-0.606953197076329,-0.576005062022655
"90","2SR1b_62",142,566,"ConnectiveN",11.17,0,33,"professionale",4.54,10.42,0,35,9.34,1,49,"Implausible",0.293030894549358,-0.0891600311658672,-0.261223098501883
"91","2SR1b_63",143,571,"ConnectiveE",11.98,1,33,"comodi",3.78,23.42,1,34,9.01,1,48,"Implausible",0.435505173240184,2.0078216376304,-0.301642572417002
"92","2SR4b_65",145,580,"ConnectiveE",5.28,0,31,"felice",5.13,5.56,0,32,7.63,1,46,"Plausible",-0.742985773955531,-0.87310856273124,-0.470669463334771
"93","2SR3b_67",147,585,"ConnectiveN",9.29,0,25,"critiche",4.51,8.81,0,25,11.19,1,39,"Plausible",-0.0376501473503348,-0.348863145532174,-0.0346290780686423
"94","2SR2b_69",149,594,"ConnectiveN",6.09,0,26,"disordine",3.87,6.14,0,28,11.49,1,35,"Implausible",-0.600511495264706,-0.779550919046483,0.00211589821782928
"95","2SR2b_70",150,599,"ConnectiveE",1.09,0,29,"carabinieri",4.5,1.98,0,29,5.43,1,42,"Implausible",-1.47998235138091,-1.45058505306129,-0.740132622768895
"96","2SR2b_71",151,604,"ConnectiveE",6.38,0,34,"cessato",3.42,12.41,0,34,19.13,1,53,"Plausible",-0.549502185609966,0.231839470442176,0.93788796097997
"97","2SR1b_73",153,609,"ConnectiveN",9.03,0,24,"festeggiare",4.31,10.35,0,25,22.31,1,38,"Plausible",-0.0833826318683774,-0.100451470920924,1.32738470961657
"98","2SR1b_74",154,614,"ConnectiveN",6.3,1,30,"antidolorifici",2.89,15.06,1,31,4.32,1,45,"Implausible",-0.563573719307825,0.659301118312184,-0.876089035028839
"99","2SR1b_75",155,619,"ConnectiveE",1.93,0,30,"rose",4.43,3.92,0,32,1.01,0,44,"Implausible",-1.33223124755339,-1.137650865564,-1.28150860672291
"100","2SR1b_76",156,624,"ConnectiveE",20.08,0,28,"gallerie",3.87,17.9,0,29,20.12,1,38,"Plausible",1.86024796014844,1.11741095980306,1.05914638272533
"101","SR1a_06",6,22,"ConnectiveN",12.51,1,27,"migliorò",2.56,13.47,1,27,3.71,1,41,"Implausible",0.528729083988501,0.402824129590179,-0.950803820144665
"102","SR1a_07",7,27,"ConnectiveH",5.31,0,32,"ferito",4.38,8.07,0,32,12.57,1,41,"Implausible",-0.737708948818834,-0.468229794371346,0.134397812849127
"103","SR1a_08",8,32,"ConnectiveH",23.16,1,30,"festeggiato",3.72,24.14,1,32,50.09,1,44,"Plausible",2.40200200751602,2.12396216082527,4.72996951374383
"104","SR1a_09",9,33,"ConnectiveN",4.57,1,30,"applaudito",2.95,5.53,1,30,4.25,1,40,"Plausible",-0.867870635524032,-0.877947751197692,-0.884662862829016
"105","SR4a_11",11,42,"ConnectiveN",9.86,1,30,"imprigionati",3.17,9.2,1,30,8.8,1,49,"Implausible",0.0626095302469126,-0.285953695468286,-0.327364055817532
"106","SR4a_12",12,47,"ConnectiveH",6.95,0,32,"felici",4.58,8.57,0,33,23.78,1,42,"Implausible",-0.449242508012718,-0.387576653263797,1.50743509342028
"107","SR4a_13",13,52,"ConnectiveH",5.31,1,32,"prurito",3.37,11.19,1,33,4.03,1,41,"Plausible",-0.737708948818834,0.0350458061397576,-0.911609178772428
"108","SR4a_14",14,53,"ConnectiveN",9.34,0,26,"firmato",4.51,9.45,0,26,14.53,1,36,"Plausible",-0.0288554387891726,-0.245627124914512,0.374464991254074
"109","SR4a_15",15,58,"ConnectiveN",8.21,1,33,"sporchi",3.81,7.54,1,33,9.95,1,44,"Implausible",-0.227615852271435,-0.553722123945347,-0.186508313386058
"110","SR3a_17",17,67,"ConnectiveH",10.21,1,27,"magro",3.73,13.41,1,28,9.24,1,45,"Implausible",0.124172490175047,0.393145752657274,-0.273471423930707
"111","SR2a_19",19,76,"ConnectiveH",9.88,1,31,"diminuiti",3.28,9.46,1,31,10.31,1,49,"Plausible",0.0661274136713777,-0.24401406209236,-0.142414341842292
"112","SR2a_20",20,77,"ConnectiveN",4.78,0,27,"preoccupati",3.91,6.32,0,28,9.27,1,41,"Plausible",-0.830932859567151,-0.750515788247766,-0.26979692630206
"113","SR2a_21",21,82,"ConnectiveN",10.01,0,33,"finì",3.77,8.43,0,33,9.33,1,38,"Implausible",0.0889936559303988,-0.410159532773911,-0.262447931044765
"114","SR1a_23",23,91,"ConnectiveH",14.83,1,29,"esultato",2.78,19.89,1,29,15.22,1,44,"Implausible",0.93680356122642,1.4384104614111,0.458978436712958
"115","SR1a_24",24,96,"ConnectiveH",15.23,0,32,"punto",5.62,13.54,0,32,15.2,0,42,"Plausible",1.00716122971572,0.414115569345236,0.456528771627193
"116","SR1a_25",25,97,"ConnectiveN",9.2,1,30,"erbacce",3.12,16.25,1,31,9.57,1,44,"Plausible",-0.0534806227604264,0.85125559414815,-0.233051950015588
"117","SR1a_26",26,102,"ConnectiveN",8.85,1,28,"delusa",3.65,12.19,1,28,4.56,1,45,"Implausible",-0.115043582688561,0.196352088354855,-0.846693053999662
"118","SR1a_27",27,107,"ConnectiveH",2.91,0,27,"negative",4.06,4.65,0,27,7.23,0,41,"Implausible",-1.15985495975461,-1.01989727954698,-0.519662765050066
"119","SR4a_29",29,116,"ConnectiveH",7.51,0,35,"promozione",4.65,6.23,0,35,16.88,1,49,"Plausible",-0.350741772127704,-0.765033353647124,0.662300638831434
"120","SR3a_31",31,121,"ConnectiveN",5.68,1,30,"arrestata",3.78,7.47,1,30,2.78,1,38,"Plausible",-0.672628105466235,-0.565013563700404,-1.06471324663273
"121","SR3a_32",32,126,"ConnectiveN",9.5,1,36,"furioso",3.66,8.81,1,36,9.73,1,52,"Implausible",-0.000712371393454028,-0.348863145532174,-0.21345462932947
"122","SR3a_33",33,131,"ConnectiveH",6.64,0,34,"cadde",3.85,6.72,0,34,6.85,1,48,"Implausible",-0.503769701091923,-0.685993275361727,-0.566206401679596
"123","SR3a_34",34,136,"ConnectiveH",6.28,0,26,"solo",6.33,8.69,0,27,2.91,0,40,"Plausible",-0.56709160273229,-0.368219899397985,-1.04879042357526
"124","SR3a_35",35,137,"ConnectiveN",19.62,1,31,"cancellarla",2.67,23.62,1,32,24.8,1,46,"Plausible",1.77933664138574,2.04008289407342,1.63236801279428
"125","SR3a_36",36,142,"ConnectiveN",3.73,0,29,"annullato",3.83,4.95,0,30,5.8,1,40,"Implausible",-1.01562173935155,-0.971505394882449,-0.694813818682247
"126","SR3a_37",37,147,"ConnectiveH",18.56,1,32,"candele",3.86,20.81,1,32,19.69,1,49,"Implausible",1.59288881988911,1.58681224104899,1.00647858338138
"127","SR2a_39",39,156,"ConnectiveH",5.27,0,29,"stanca",4.18,9.81,0,29,7.27,1,38,"Plausible",-0.744744715667763,-0.187556863317076,-0.514763434878536
"128","SR2a_40",40,157,"ConnectiveN",1.35,0,29,"panico",4.36,2.92,0,30,9.43,1,45,"Plausible",-1.43424986686287,-1.2989571477791,-0.250199605615942
"129","SR4a_43",43,170,"ConnectiveN",9,1,31,"fiero",4.04,8.85,1,32,9.38,1,42,"Implausible",-0.0886594570050745,-0.34241089424357,-0.256323768330353
"130","SR4a_44",44,175,"ConnectiveH",11.45,1,33,"contagiato",3.11,12.12,1,36,16.5,1,44,"Implausible",0.342281262491866,0.185060648599798,0.615757002201903
"131","SR4a_45",45,180,"ConnectiveH",5.37,0,26,"rifiutato",4.21,4.75,0,27,1.55,1,45,"Plausible",-0.727155298545439,-1.00376665132547,-1.21536764940726
"132","SR4a_46",46,181,"ConnectiveN",8.1,1,30,"aspro",3.13,7.85,1,31,3.58,1,46,"Plausible",-0.246964211105991,-0.503717176458667,-0.966726643202136
"133","SR4a_47",47,186,"ConnectiveN",10.43,1,31,"spaventata",3.59,10.37,1,31,9.48,1,42,"Implausible",0.16286920784416,-0.0972253452766221,-0.24407544290153
"134","SR2a_50",50,199,"ConnectiveH",4.8,0,30,"arrestato",4.59,4.64,0,30,15.17,1,53,"Implausible",-0.827414976142687,-1.02151034236913,0.452854273998546
"135","SR2a_51",51,204,"ConnectiveH",6.98,0,33,"meglio",5.71,9.43,0,34,1,1,43,"Plausible",-0.443965682876021,-0.248853250558813,-1.28273343926579
"136","SR2a_52",52,205,"ConnectiveN",5.87,0,27,"licenziato",3.99,6.29,0,27,8.2,1,41,"Plausible",-0.639208212933819,-0.755354976714219,-0.400854008390475
"137","SR2a_53",53,210,"ConnectiveN",1.73,0,26,"successo",5.44,2.47,0,28,3.61,0,32,"Implausible",-1.36741008179804,-1.37154497477589,-0.963052145573489
"138","SR2a_54",54,215,"ConnectiveH",8.39,0,34,"vecchio",5.06,10.79,0,34,14.6,1,43,"Implausible",-0.195954901451251,-0.0294767067462813,0.38303881905425
"139","SR1a_56",56,224,"ConnectiveH",14.56,1,27,"nervosa",3.76,13.07,1,28,9.03,1,37,"Plausible",0.889312134996145,0.33830161670414,-0.299192907331237
"140","SR3a_59",59,233,"ConnectiveN",6.28,0,27,"liberato",4.02,6.02,0,27,6.64,1,39,"Plausible",-0.56709160273229,-0.798907672912295,-0.591927885080127
"141","SR4a_63",63,250,"ConnectiveN",6.71,1,32,"agitata",3.45,8.74,1,32,7.48,1,47,"Implausible",-0.491457109106296,-0.36015458528723,-0.489041951478006
"142","SR4a_64",64,255,"ConnectiveH",0.75,0,30,"ritardo",4.67,1.34,0,30,0.31,1,45,"Implausible",-1.53978636959681,-1.55382107367895,-1.36724688472467
"143","SR4a_65",65,260,"ConnectiveH",6.81,1,29,"disoccupato",3.64,9.86,1,29,8.53,1,48,"Plausible",-0.473867691983972,-0.179491549206322,-0.360434534475356
"144","SR1a_69",69,273,"ConnectiveN",7.52,0,25,"magnifica",3.95,8.78,0,25,9.35,1,38,"Plausible",-0.348982830415471,-0.353702333998627,-0.259998265959001
"145","SR1a_70",70,278,"ConnectiveN",9.93,0,27,"accettato",4.46,8.47,0,27,6.95,1,45,"Implausible",0.0749221222325395,-0.403707281485307,-0.553958076250773
"146","SR4a_72",72,287,"ConnectiveH",8.85,0,27,"dolce",4.83,7.3,0,27,5.47,1,42,"Implausible",-0.115043582688561,-0.59243563167697,-0.735233292597365
"147","SR4a_73",73,292,"ConnectiveH",21.22,1,37,"annegato",2.97,21.72,1,37,18.55,1,54,"Plausible",2.06076731534293,1.73360095786473,0.866847673492792
"148","SR3a_75",75,297,"ConnectiveN",8.12,0,27,"sospeso",4.28,8.72,0,28,6.13,1,42,"Plausible",-0.243446327681527,-0.363380710931532,-0.654394344767128
"149","SR1a_78",78,310,"ConnectiveN",6.64,1,27,"proibita",3.44,7.62,1,27,1.14,1,39,"Implausible",-0.503769701091923,-0.540817621368139,-1.26558578366544
"150","SR1a_79",79,315,"ConnectiveH",10.94,1,30,"scottatura",2.42,11.78,1,30,12.46,1,49,"Implausible",0.252575235168013,0.130216512646665,0.12092465487742
"151","2SR1a_80",80,320,"ConnectiveE",4.9,0,28,"morto",5.04,5.6,0,28,3.53,1,44,"Plausible",-0.809825559020362,-0.866656311442636,-0.972850805916548
"152","2SR1b_01",81,321,"ConnectiveN",5.82,0,28,"confusa",4.01,6.33,0,29,5.72,1,43,"Plausible",-0.648002921494981,-0.748902725425615,-0.704612479025306
"153","2SR1b_02",82,326,"ConnectiveN",9.93,0,26,"attaccato",4.35,7.74,0,26,5.51,1,41,"Implausible",0.0749221222325395,-0.521460867502328,-0.730333962425836
"154","2SR1b_03",83,331,"ConnectiveE",11.01,0,33,"bandito",3.81,11.38,0,33,11.46,1,52,"Implausible",0.26488782715364,0.0656939997606263,-0.00155859941081779
"155","2SR1b_04",84,336,"ConnectiveE",16.64,0,36,"abbattuto",3.77,18.44,0,36,19.11,1,51,"Plausible",1.25517201114049,1.20451635219921,0.935438295894205
